,Released,ReleasedWorldwide,Title,TheatricalDistributor,Genre,Source,ProductionMethod,CreativeType,ProductionBudget,Opening WeekendTheaters,MaximumTheaters,TheatricalEngagements,Opening WeekendRevenue,DomesticBox Office,Infl. Adj. Dom.Box Office,InternationalBox Office,WorldwideBox Office,tconst
4049,"Jul 8, 2011","Jul 8, 2011",Ironclad,ARC Entertainment,Action,Original Screenplay,Live Action,Historical Fiction,25000000.0,0.0,0.0,0.0,0.0,0.0,0.0,5297411.0,5297411.0,N/A
4050,"May 24, 2011","May 24, 2011",Forget Me Not,,Horror,Original Screenplay,Live Action,Fantasy,1300000.0,0.0,0.0,0.0,0.0,0.0,0.0,13465.0,13465.0,N/A
4051,"May 26, 2011","May 26, 2011",The Hangover Part II,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,80000000.0,3615.0,3675.0,21605.0,85946294.0,254464305.0,293933545.0,332300000.0,586764305.0,tt1411697
4052,"May 13, 2011","May 13, 2011",Bridesmaids,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,32500000.0,2918.0,2958.0,25608.0,26247410.0,169211718.0,195457674.0,120420305.0,289632023.0,tt1478338
4053,"Jul 8, 2011","Jul 8, 2011",Horrible Bosses,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,35000000.0,3040.0,3134.0,18552.0,28302165.0,117538559.0,135769630.0,94879042.0,212417601.0,tt1499658
4054,"Dec 20, 2011","Dec 20, 2011",The Girl with the Dragon Tattoo,Sony Pictures,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,90000000.0,2914.0,2950.0,16387.0,12768604.0,102515793.0,118212411.0,136858177.0,239373970.0,tt1568346
4055,"Nov 11, 2011","Nov 11, 2011",Immortals,Relativity,Action,Based on Folk Tale/Legend/Fairytale,Live Action,Fantasy,75000000.0,3112.0,3120.0,16232.0,32206425.0,83504017.0,96452400.0,128058418.0,211562435.0,tt1253864
4056,"Mar 18, 2011","Mar 18, 2011",The Lincoln Lawyer,Lionsgate,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,40000000.0,2707.0,2707.0,16413.0,13206453.0,58009200.0,67006838.0,29135886.0,87145086.0,tt1189340
4057,"Jul 22, 2011","Jul 22, 2011",Friends with Benefits,Sony Pictures,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,35000000.0,2926.0,2926.0,10542.0,18622150.0,55802754.0,64458160.0,90793137.0,146595891.0,tt1632708
4058,"Feb 25, 2011","Feb 25, 2011",Hall Pass,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,68000000.0,2950.0,2950.0,13351.0,13535374.0,45060734.0,52049978.0,42112741.0,87173475.0,tt0480687
4059,"Aug 12, 2011","Aug 12, 2011",Final Destination 5,Warner Bros.,Horror,Original Screenplay,Live Action,Fantasy,40000000.0,3155.0,3155.0,11037.0,18031396.0,42587643.0,49193295.0,112423522.0,155011165.0,tt1622979
4060,"Apr 15, 2011","Apr 15, 2011",Scream 4,Weinstein/Dimension,Horror,Original Screenplay,Live Action,Contemporary Fiction,40000000.0,3305.0,3314.0,11403.0,18692090.0,38180928.0,44103064.0,57808662.0,95989590.0,tt1262416
4061,"Mar 18, 2011","Mar 18, 2011",Paul,Universal,Comedy,Original Screenplay,Live Action,Science Fiction,40000000.0,2802.0,2806.0,11215.0,13043310.0,37412945.0,43215964.0,63749161.0,101162106.0,tt1092026
4062,"Nov 9, 2011","Nov 9, 2011",J. Edgar,Warner Bros.,Drama,Based on Real Life Events,Live Action,Dramatization,35000000.0,1910.0,1985.0,11596.0,11217324.0,37306030.0,43089611.0,47300000.0,84606030.0,tt1616195
4063,"Aug 5, 2011","Aug 5, 2011",The Change-Up,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,52000000.0,2913.0,2913.0,9752.0,13531115.0,37243418.0,43020142.0,38753649.0,75997067.0,tt1488555
4064,"Mar 25, 2011","Mar 25, 2011",Sucker Punch,Warner Bros.,Action,Original Screenplay,Live Action,Fantasy,75000000.0,3033.0,3033.0,9088.0,19058199.0,36392502.0,42037237.0,53365887.0,89758389.0,tt0978764
4065,"Jan 28, 2011","Jan 28, 2011",The Mechanic,CBS Films,Action,Remake,Live Action,Contemporary Fiction,42500000.0,2703.0,2704.0,9042.0,11422006.0,29121498.0,33638451.0,47225895.0,76347393.0,tt0472399
4066,"Sep 23, 2011","Sep 23, 2011",Killer Elite,Open Road,Action,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,70000000.0,2986.0,2986.0,11101.0,9352008.0,25124986.0,29022049.0,40284060.0,65409046.0,tt1448755
4067,"Apr 8, 2011","Apr 8, 2011",Your Highness,Universal,Comedy,Original Screenplay,Live Action,Fantasy,50000000.0,2769.0,2772.0,7865.0,9360020.0,21596445.0,24946207.0,4525193.0,26121638.0,tt1240982
4068,"Aug 19, 2011","Aug 19, 2011",Conan the Barbarian,Lionsgate,Action,Based on Fiction Book/Short Story,Live Action,Fantasy,90000000.0,3015.0,3015.0,8628.0,10021215.0,21295021.0,24598026.0,42061112.0,63356133.0,tt0816462
4069,"Oct 14, 2011","Oct 14, 2011",The Thing,Universal,Horror,Based on Fiction Book/Short Story,Live Action,Fantasy,38000000.0,2996.0,2997.0,7910.0,8493665.0,16999934.0,19636750.0,10573144.0,27573078.0,tt0905372
4070,"Oct 28, 2011","Oct 28, 2011",The Rum Diary,FilmDistrict,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,45000000.0,2272.0,2292.0,5873.0,5135369.0,13109815.0,15143239.0,8434917.0,21544732.0,tt0376136
4071,"Feb 25, 2011","Feb 25, 2011",Drive Angry,Summit Entertainment,Action,Original Screenplay,Live Action,Fantasy,50000000.0,2290.0,2290.0,5517.0,5187625.0,10721033.0,12383935.0,30321550.0,41042583.0,tt1502404
4072,"Jan 28, 2011","Jan 28, 2011",Biutiful,Roadside Attractions,Drama,Original Screenplay,Live Action,Contemporary Fiction,35000000.0,59.0,191.0,1392.0,456930.0,5101237.0,5892472.0,19586287.0,24687524.0,tt1164999
4073,"Oct 14, 2011","Oct 14, 2011",Trespass,Alchemy,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,35000000.0,10.0,10.0,10.0,16816.0,16816.0,19419.0,769716.0,786532.0,tt1674784
4074,"Nov 16, 2012","Nov 16, 2012",Silver Linings Playbook,Weinstein Co.,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,21000000.0,16.0,2809.0,29319.0,443003.0,132092958.0,149662391.0,104319495.0,236412453.0,tt1045658
4075,"Jun 29, 2012","Jun 28, 2012",Magic Mike,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,7000000.0,2930.0,3120.0,16723.0,39127170.0,113721571.0,130865522.0,56828182.0,170549753.0,tt1915581
4076,"Feb 24, 2012","Feb 24, 2012",Act of Valor,Relativity,Action,Original Screenplay,Live Action,Contemporary Fiction,12000000.0,3039.0,3053.0,17305.0,24476632.0,70012847.0,80567540.0,12484188.0,82497035.0,tt1591479
4077,"Jan 13, 2012","Jan 13, 2012",Contraband,Universal,Action,Remake,Live Action,Contemporary Fiction,25000000.0,2863.0,2870.0,12395.0,24349815.0,66528000.0,76557338.0,31878855.0,98406855.0,tt1524137
4078,"Sep 28, 2012","Sep 27, 2012",Looper,Sony Pictures,Action,Original Screenplay,Live Action,Science Fiction,30000000.0,2992.0,2993.0,14582.0,20801552.0,66486205.0,76509248.0,103980200.0,170466405.0,tt1276104
4079,"Mar 2, 2012","Mar 2, 2012",Project X,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,12000000.0,3055.0,3055.0,13146.0,21051363.0,54731865.0,62982896.0,48296323.0,103028188.0,tt1636826
4080,"Oct 19, 2012","Oct 17, 2012",Paranormal Activity 4,Paramount Pictures,Horror,Original Screenplay,Live Action,Contemporary Fiction,5000000.0,3412.0,3412.0,13511.0,29003866.0,53900335.0,62026006.0,88917657.0,142817992.0,tt2109184
4081,"Jan 6, 2012","Jan 6, 2012",The Devil Inside,Paramount Pictures,Horror,Original Screenplay,Live Action,Historical Fiction,1000000.0,2285.0,2551.0,8309.0,33732515.0,53262945.0,61292528.0,48496545.0,101759490.0,tt1560985
4082,"Jan 27, 2012","Jan 27, 2012",The Grey,Open Road,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,25000000.0,3185.0,3207.0,13338.0,19665101.0,51580136.0,59356031.0,29669040.0,81249176.0,tt1601913
4083,"Oct 12, 2012","Oct 5, 2012",Sinister,Lionsgate,Horror,Original Screenplay,Live Action,Contemporary Fiction,3000000.0,2527.0,2542.0,12418.0,18007634.0,48086903.0,55336183.0,39640904.0,87727807.0,tt1922777
4084,"Apr 13, 2012","Apr 13, 2012",The Cabin in the Woods,Lionsgate,Thriller/Suspense,Original Screenplay,Live Action,Fantasy,30000000.0,2811.0,3572.0,12511.0,14743614.0,42073277.0,48415977.0,28616691.0,70689968.0,tt1259521
4085,"Sep 21, 2012","Sep 20, 2012",End of Watch,Open Road,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,15000000.0,2730.0,2780.0,12904.0,13152683.0,41003371.0,47182088.0,16583235.0,57586606.0,tt1855199
4086,"Aug 29, 2012","Aug 29, 2012",Lawless,Weinstein Co.,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,26000000.0,2888.0,3138.0,14469.0,10001982.0,37397291.0,43035072.0,16996396.0,54393687.0,tt1212450
4087,"Apr 27, 2012","Apr 27, 2012",The Five-Year Engagement,Universal,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,30000000.0,2936.0,2941.0,10456.0,10610060.0,28700285.0,33026957.0,32923534.0,61623819.0,tt1195478
4088,"Jan 20, 2012","Jan 20, 2012",Haywire,Relativity,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,23000000.0,2439.0,2441.0,6693.0,8425370.0,18942396.0,21798025.0,17432304.0,36374700.0,tt1506999
4089,"May 25, 2012","May 24, 2012",Chernobyl Diaries,Warner Bros.,Horror,Original Screenplay,Live Action,Science Fiction,1000000.0,2433.0,2433.0,6747.0,7955307.0,18119640.0,20851238.0,24292081.0,42411721.0,tt1991245
4090,"Sep 21, 2012","Sep 20, 2012",The Perks of Being a Wallflower,Lionsgate,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,13000000.0,4.0,745.0,5620.0,228359.0,17742948.0,20411402.0,15326355.0,33069303.0,tt1659337
4091,"Oct 26, 2012","Oct 26, 2012",Silent Hill: Revelation 3D,Open Road,Horror,Based on Game,Live Action,Fantasy,20000000.0,2933.0,2933.0,8659.0,8023036.0,17530219.0,20172958.0,38445453.0,55975672.0,N/A
4092,"Jun 22, 2012","Apr 20, 2012",To Rome with Love,Sony Pictures Classics,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,21500000.0,5.0,806.0,4097.0,361359.0,16684352.0,19199580.0,57605953.0,74290305.0,tt1859650
4093,"Apr 27, 2012","Apr 12, 2012",The Raven,Relativity,Thriller/Suspense,Original Screenplay,Live Action,Historical Fiction,26000000.0,2203.0,2209.0,7207.0,7289642.0,16008272.0,18421575.0,14593529.0,30601801.0,tt11327424
4094,"Nov 2, 2012","Nov 2, 2012",The Man with the Iron Fists,Universal,Action,Original Screenplay,Live Action,Contemporary Fiction,15000000.0,1868.0,1872.0,5315.0,7910980.0,15634090.0,17990982.0,6384898.0,22018988.0,tt1258972
4095,"Oct 12, 2012","Oct 12, 2012",Seven Psychopaths,CBS Films,Comedy,Original Screenplay,Live Action,Contemporary Fiction,13500000.0,1480.0,1480.0,5263.0,4174915.0,15024049.0,17288978.0,18011687.0,33035736.0,tt1931533
4096,"Nov 30, 2012","Sep 21, 2012",Killing Them Softly,Weinstein Co.,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,15000000.0,2424.0,2424.0,6506.0,6812900.0,14945541.0,17197653.0,24292902.0,39238443.0,tt1764234
4097,"Aug 22, 2012","Aug 22, 2012",Hit & Run,Open Road,Comedy,Original Screenplay,Live Action,Contemporary Fiction,22000000.0,2870.0,2870.0,8675.0,4526222.0,13749300.0,15822050.0,3467655.0,17216955.0,tt10300710
4098,"May 25, 2012","Mar 30, 2012",Les Intouchables,Weinstein Co.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,10800000.0,4.0,194.0,2857.0,101053.0,13182281.0,15169042.0,471448627.0,484630908.0,N/A
4099,"Mar 9, 2012","Mar 9, 2012",Silent House,Open Road,Horror,Remake,Live Action,Contemporary Fiction,2000000.0,2124.0,2124.0,6148.0,6660234.0,12739737.0,14660296.0,3871023.0,16610760.0,tt1767382
4100,"Sep 14, 2012","Sep 14, 2012",Arbitrage,Roadside Attractions,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,12000000.0,197.0,256.0,1849.0,2002165.0,7919574.0,9113385.0,27911139.0,35830713.0,tt1764183
4101,"Jun 22, 2012","Jun 22, 2012",Seeking a Friend for the End of the World,Focus Features,Comedy,Original Screenplay,Live Action,Science Fiction,10000000.0,1625.0,1625.0,3233.0,3822803.0,7078738.0,8145878.0,4688221.0,11766959.0,N/A
4102,"Nov 30, 2012","Nov 29, 2012",The Collection,LD Distribution,Horror,Original Screenplay,Live Action,Contemporary Fiction,10000000.0,1403.0,1403.0,3539.0,3104269.0,6810754.0,7837498.0,2079340.0,8890094.0,tt1748227
4103,"Oct 19, 2012","Oct 19, 2012",The Sessions,Fox Searchlight,Drama,Based on Factual Book/Article,Live Action,Contemporary Fiction,1000000.0,4.0,516.0,2328.0,113467.0,6002451.0,6898414.0,5492753.0,11495204.0,tt11073060
4104,"Mar 16, 2012","Mar 16, 2012",Casa de mi Padre,Lionsgate,Comedy,Original Screenplay,Live Action,Contemporary Fiction,6000000.0,382.0,475.0,1918.0,2287239.0,5909483.0,6800357.0,2537469.0,8446952.0,tt1702425
4105,"Jun 1, 2012","Apr 20, 2012",For Greater Glory: The True Story of Cristiada,ARC Entertainment,Action,Based on Real Life Events,Live Action,Dramatization,12000000.0,757.0,757.0,2170.0,1885608.0,5669081.0,6523715.0,4357174.0,10026255.0,N/A
4106,"Mar 16, 2012","Mar 16, 2012","Jeff, Who Lives at Home",Paramount Vantage,Comedy,Original Screenplay,Live Action,Contemporary Fiction,10000000.0,254.0,513.0,2016.0,855709.0,4269426.0,4913058.0,438701.0,4708127.0,tt1588334
4107,"Mar 23, 2012","Mar 22, 2012",Serbuan maut,Sony Pictures Classics,Action,Original Screenplay,Live Action,Contemporary Fiction,1100000.0,14.0,881.0,1903.0,213785.0,4105123.0,4723977.0,5192284.0,9297407.0,N/A
4108,"Jun 8, 2012","Jun 8, 2012",Safety Not Guaranteed,FilmDistrict,Comedy,Original Screenplay,Live Action,Science Fiction,750000.0,9.0,182.0,1479.0,97762.0,4010957.0,4615623.0,411361.0,4422318.0,tt1862079
4109,"Aug 3, 2012","Aug 3, 2012",Celeste and Jesse Forever,Sony Pictures Classics,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,840000.0,4.0,586.0,1549.0,107785.0,3103407.0,3571255.0,684282.0,3787689.0,N/A
4110,"Nov 23, 2012","Nov 23, 2012",De rouille et d'os,Sony Pictures Classics,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,19500000.0,2.0,168.0,718.0,27154.0,2061449.0,2343439.0,27332185.0,29393634.0,N/A
4111,"Jan 13, 2012","Jan 13, 2012",We Need to Talk About Kevin,Oscilloscope Pictures,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,7000000.0,1.0,80.0,613.0,24587.0,1738692.0,2000800.0,9026591.0,10765283.0,tt1242460
4112,"Jun 15, 2012","Jun 15, 2012",Your Sister's Sister,IFC Films,Drama,Original Screenplay,Live Action,Contemporary Fiction,120000.0,13.0,101.0,603.0,109221.0,1597486.0,1838311.0,1493107.0,3090593.0,tt1742336
4113,"Jul 27, 2012","Jun 29, 2012",Killer Joe,LD Distribution,Black Comedy,Based on Play,Live Action,Contemporary Fiction,10000000.0,3.0,73.0,228.0,37864.0,1291645.0,1486357.0,3367465.0,4659110.0,tt1726669
4114,"Aug 31, 2012","Aug 31, 2012","For a Good Time, Call",Focus Features,Comedy,Original Screenplay,Live Action,Contemporary Fiction,850000.0,23.0,107.0,418.0,143935.0,1251749.0,1440447.0,134339.0,1386088.0,N/A
4115,"Apr 27, 2012","Mar 8, 2012",Hodejegerne,Magnolia Pictures,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,5250000.0,4.0,60.0,425.0,43013.0,1200010.0,1380916.0,18988730.0,20188740.0,N/A
4116,"Jan 20, 2012","Jan 20, 2012",Coriolanus,Weinstein Co.,Drama,Based on Play,Live Action,Historical Fiction,10000000.0,9.0,21.0,256.0,61136.0,749641.0,862652.0,1787066.0,2536707.0,tt10398140
4117,"Oct 5, 2012","Oct 5, 2012",The Paperboy,Alchemy,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Historical Fiction,12500000.0,11.0,76.0,286.0,102706.0,677200.0,779287.0,3350463.0,4027663.0,tt1496422
4118,"Sep 7, 2012","Sep 6, 2012",Bachelorette,Weinstein Co.,Comedy,Based on Play,Live Action,Contemporary Fiction,3000000.0,47.0,60.0,146.0,181494.0,446770.0,514114.0,12130631.0,12577401.0,tt1920849
4119,"Apr 27, 2012","Apr 27, 2012",Sound of My Voice,Fox Searchlight,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,135000.0,5.0,48.0,249.0,36134.0,408015.0,469523.0,21433.0,429448.0,tt1748207
4120,"Aug 17, 2012","Aug 17, 2012",Compliance,Magnolia Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,270000.0,1.0,21.0,131.0,16427.0,319285.0,367417.0,511415.0,830700.0,tt1971352
4121,"Oct 12, 2012","Oct 12, 2012",Middle of Nowhere,AFFRM,Drama,Original Screenplay,Live Action,Contemporary Fiction,200000.0,6.0,24.0,59.0,67909.0,236806.0,272501.0,0.0,236806.0,tt1211890
4122,"Mar 2, 2012","Mar 2, 2012",Tim and Eric's Billion Dollar Movie,Magnet Pictures,Comedy,Based on TV,Live Action,Contemporary Fiction,3000000.0,24.0,33.0,125.0,87475.0,201436.0,231803.0,22216.0,223652.0,tt1855401
4123,"Jul 11, 2012","Jul 11, 2012",Snabba Cash,Weinstein Co.,Thriller/Suspense,Remake,Live Action,Contemporary Fiction,4300000.0,2.0,7.0,36.0,24684.0,188870.0,217339.0,10023533.0,10212403.0,tt1291652
4124,"Jun 1, 2012","Jun 1, 2012",High School,Anchor Bay Entertainment,Comedy,Original Screenplay,Live Action,Contemporary Fiction,10000000.0,200.0,200.0,204.0,82832.0,139034.0,159989.0,109099.0,248133.0,tt1247667
4125,"Aug 17, 2012","Aug 17, 2012",The Awakening,Cohen Media Group,Horror,Original Screenplay,Live Action,Fantasy,4900000.0,70.0,70.0,70.0,95933.0,95933.0,110387.0,6828388.0,6924321.0,tt1373405
4126,"Feb 3, 2012","Feb 3, 2012",The Innkeepers,Magnolia Pictures,Horror,Original Screenplay,Live Action,Fantasy,750000.0,20.0,20.0,45.0,29557.0,78396.0,90208.0,933139.0,1011535.0,tt1594562
4127,"Dec 7, 2012","Nov 9, 2012",Deadfall,Magnolia Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,6000000.0,11.0,17.0,50.0,19391.0,66351.0,76275.0,1607284.0,1673635.0,tt1667310
4128,"May 18, 2012","May 18, 2012",Beyond the Black Rainbow,Mongrel Media,Drama,Original Screenplay,Live Action,Fantasy,1100000.0,2.0,5.0,37.0,4957.0,56491.0,64999.0,0.0,56491.0,tt1534085
4129,"Jul 13, 2012","Jul 13, 2012",Red Lights,Alchemy,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,17700000.0,2.0,18.0,31.0,10340.0,49521.0,56984.0,14469363.0,14518884.0,tt15090354
4130,"Sep 7, 2012","Sep 7, 2012",The Inbetweeners,Wrekin Hill Entertainment,Comedy,Based on TV,Live Action,Contemporary Fiction,5700000.0,10.0,10.0,10.0,35955.0,35955.0,41367.0,86015365.0,86051320.0,tt1716772
4131,"Apr 13, 2012","Apr 13, 2012",L!fe Happens,PMK*BNC,Comedy,Original Screenplay,Live Action,Contemporary Fiction,930000.0,16.0,16.0,16.0,20186.0,30905.0,35559.0,0.0,30905.0,N/A
4132,"Jan 13, 2012","Jan 13, 2012",The Divide,Anchor Bay Entertainment,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,3000000.0,7.0,7.0,7.0,16700.0,18000.0,20711.0,138362.0,156362.0,tt13321730
4133,"Mar 16, 2012","Mar 16, 2012",Playback,Magnet Pictures,Horror,Original Screenplay,Live Action,Contemporary Fiction,1500000.0,1.0,1.0,1.0,252.0,264.0,302.0,54681.0,54945.0,tt1682940
4134,"Jul 17, 2012","Jul 17, 2012",Girls Gone Dead,,Horror,Original Screenplay,Live Action,Contemporary Fiction,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A
4135,"Apr 13, 2012","Apr 13, 2012",Detention,Samuel Goldwyn Films,Black Comedy,Original Screenplay,Live Action,Fantasy,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A
4136,"Dec 31, 2012","Dec 31, 2012",Infected,,Horror,Original Screenplay,Live Action,Science Fiction,2100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A
4137,"Dec 31, 2012","Dec 31, 2012",Trance,,Horror,Original Screenplay,Live Action,Fantasy,950000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tt1111235
4138,"Dec 31, 2012","Dec 31, 2012",Highway,,Comedy,Original Screenplay,Live Action,Contemporary Fiction,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A
4139,"Dec 31, 2012","Dec 31, 2012",The Helpers,,Horror,Original Screenplay,Live Action,Contemporary Fiction,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A
4140,"Apr 3, 2012","Apr 3, 2012",Enter Nowhere,,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A
4141,"Dec 31, 2012","Dec 31, 2012",Snitch,,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,850000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tt0882977
4142,"Jul 3, 2012","Jul 3, 2012",Some Guy Who Kills People,,,,,,300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A
4143,"Aug 28, 2012","Aug 28, 2012",Below Zero,,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,1200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A
4144,"Mar 16, 2012","Mar 16, 2012",The FP,Drafthouse Films,Comedy,Original Screenplay,Live Action,Science Fiction,60000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A
4145,"Sep 7, 2012","Sep 7, 2012",Crowsnest,IFC Midnight,Horror,Original Screenplay,Live Action,Contemporary Fiction,1200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A
4146,"Dec 31, 2012","Dec 31, 2012",El rey de Najayo,,Drama,Original Screenplay,Live Action,Contemporary Fiction,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A
4147,"Mar 6, 2012","Mar 6, 2012",High Road,,Comedy,Original Screenplay,Live Action,Contemporary Fiction,546173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A
4148,"Jun 1, 2012","Jun 1, 2012",The Loved Ones,Paramount Pictures,Horror,Original Screenplay,Live Action,Contemporary Fiction,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,12302.0,12302.0,N/A
4149,"Jun 29, 2012","Jun 29, 2012",Ted,Universal,Comedy,Original Screenplay,Animation/Live Action,Contemporary Fiction,50000000.0,3239.0,3303.0,25021.0,54415205.0,218665740.0,251630421.0,337350887.0,556016627.0,tt1637725
4150,"Dec 25, 2012","Dec 25, 2012",Django Unchained,Weinstein Co.,Western,Original Screenplay,Live Action,Historical Fiction,100000000.0,3010.0,3012.0,21060.0,30122888.0,162805434.0,185988817.0,287036132.0,449841566.0,tt1853728
4151,"Mar 16, 2012","Mar 14, 2012",21 Jump Street,Sony Pictures,Comedy,Based on TV,Live Action,Contemporary Fiction,42000000.0,3121.0,3148.0,22744.0,36302612.0,138447667.0,159319166.0,64364762.0,202812429.0,tt1232829
4152,"Oct 12, 2012","Oct 11, 2012",Argo,Warner Bros.,Thriller/Suspense,Based on Factual Book/Article,Live Action,Historical Fiction,44500000.0,3232.0,3247.0,31242.0,19458109.0,136025503.0,155908183.0,91115254.0,227140757.0,tt1024648
4153,"Jun 8, 2012","May 30, 2012",Prometheus,20th Century Fox,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,125000000.0,3396.0,3442.0,14524.0,51050101.0,126477084.0,145543973.0,275971181.0,402448265.0,tt1446714
4154,"Feb 10, 2012","Feb 8, 2012",Safe House,Universal,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,85000000.0,3119.0,3121.0,19662.0,40172720.0,126181630.0,145203981.0,81702771.0,207884401.0,tt1599348
4155,"Dec 19, 2012","Dec 19, 2012",Zero Dark Thirty,Sony Pictures,Thriller/Suspense,Based on Real Life Events,Live Action,Dramatization,52500000.0,5.0,2946.0,19039.0,417150.0,95720716.0,107953705.0,38891719.0,134612435.0,tt1790885
4156,"Nov 2, 2012","Nov 2, 2012",Flight,Paramount Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,31000000.0,1884.0,2638.0,18458.0,24900566.0,93772375.0,107878007.0,66786063.0,160558438.0,tt14071150
4157,"Aug 10, 2012","Aug 10, 2012",The Campaign,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,95000000.0,3205.0,3302.0,20254.0,26588460.0,86907746.0,100009411.0,18000000.0,104907746.0,tt10102402
4158,"Aug 17, 2012","Aug 15, 2012",The Expendables 2,Lionsgate,Action,Original Screenplay,Live Action,Contemporary Fiction,100000000.0,3316.0,3355.0,19927.0,28591370.0,85028192.0,97846506.0,226951064.0,311979256.0,tt1764651
4159,"Dec 21, 2012","Dec 20, 2012",This Is 40,Universal,Comedy,Spin-Off,Live Action,Contemporary Fiction,35000000.0,2913.0,2931.0,13731.0,11579175.0,67544505.0,77407313.0,22676677.0,90221182.0,tt1758830
4160,"Jan 20, 2012","Jan 20, 2012",Underworld: Awakening,Sony Pictures,Action,Original Screenplay,Live Action,Fantasy,70000000.0,3078.0,3078.0,11614.0,25306725.0,62321039.0,71716168.0,98058891.0,160379930.0,tt1496025
4161,"May 16, 2012","May 16, 2012",The Dictator,Paramount Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,65000000.0,3008.0,3014.0,12339.0,17435092.0,59650222.0,68642713.0,120498675.0,180148897.0,tt1645170
4162,"Apr 6, 2012","Apr 4, 2012",American Reunion,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,50000000.0,3192.0,3203.0,13414.0,21514080.0,56758835.0,65315435.0,180040376.0,236799211.0,tt1605630
4163,"Jul 6, 2012","Jul 6, 2012",Savages,Universal,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,45000000.0,2628.0,2635.0,10388.0,16016910.0,47323100.0,54457235.0,35190390.0,82513490.0,tt1615065
