,Released,ReleasedWorldwide,Title,TheatricalDistributor,Genre,Source,ProductionMethod,CreativeType,ProductionBudget,Opening WeekendTheaters,MaximumTheaters,TheatricalEngagements,Opening WeekendRevenue,DomesticBox Office,Infl. Adj. Dom.Box Office,InternationalBox Office,WorldwideBox Office,tconst,Released_dt,year,franchise
693,"Apr 10, 2015","Apr 9, 2015",The Longest Ride,20th Century Fox,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,34000000,3366,3371,15167,13019686,37446117,40688784,26356811,63802928,tt2726560,2015-04-10 00:00:00,2015,0
664,"Oct 2, 2015","Sep 30, 2015",The Martian,20th Century Fox,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Science Fiction,108000000,3831,3854,31994,54308575,228433663,248129643,426677875,655111538,tt3659388,2015-10-02 00:00:00,2015,0
608,"Sep 19, 2014","Sep 11, 2014",The Maze Runner,20th Century Fox,Action,Based on Fiction Book/Short Story,Live Action,Science Fiction,34000000,3604,3638,22544,32512804,102427862,114828359,245891999,348319861,tt1790864,2014-09-19 00:00:00,2014,1
1528,"Mar 4, 2016","Feb 24, 2016",The Other Side of the Door,20th Century Fox,Horror,Original Screenplay,Live Action,Contemporary Fiction,5000000,546,585,1477,1211210,3000342,3177238,9904765,12905107,tt3566920,2016-03-04 00:00:00,2016,0
614,"Apr 25, 2014","Apr 23, 2014",The Other Woman,20th Century Fox,Comedy,Original Screenplay,Live Action,Contemporary Fiction,40000000,3205,3306,17603,24763752,83911193,94079127,111200000,195111193,tt1601476,2014-04-25 00:00:00,2014,0
8,"Nov 6, 2015","Nov 5, 2015",The Peanuts Movie,20th Century Fox,Adventure,Based on Comic/Graphic Novel,Digital Animation,Kids Fiction,99000000,3897,3902,22946,44213073,130178411,141397580,119913199,250091610,tt2452042,2015-11-06 00:00:00,2015,0
830,"Dec 22, 2017","Dec 22, 2017",The Post,20th Century Fox,Drama,Based on Real Life Events,Live Action,Dramatization,50000000,9,2851,15989,526011,81903458,82380607,97865999,179769457,tt6294822,2017-12-22 00:00:00,2017,0
1650,"Sep 14, 2018","Sep 11, 2018",The Predator,20th Century Fox,Action,Original Screenplay,Live Action,Science Fiction,88000000,4037,4070,13454,24632284,51024708,51304757,108462855,159487563,tt3829266,2018-09-14 00:00:00,2018,1
1468,"Dec 25, 2015","Dec 25, 2015",The Revenant,20th Century Fox,Adventure,Based on Fiction Book/Short Story,Live Action,Dramatization,135000000,4,3711,28381,474560,183637894,194489215,349300408,532938302,tt1663202,2015-12-25 00:00:00,2015,0
125,"Dec 25, 2013","Dec 19, 2013",The Secret Life of Walter Mitty,20th Century Fox,Adventure,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,91000000,2909,2922,11536,12765508,58236838,65544508,129624345,187861183,tt0359950,2013-12-25 00:00:00,2013,0
1103,"Dec 9, 2011","Dec 9, 2011",The Sitter,20th Century Fox,Black Comedy,Original Screenplay,Live Action,Contemporary Fiction,25000000,2750,2752,10510,9851435,30542576,35263728,8206828,38749404,tt1366344,2011-12-09 00:00:00,2011,0
106,"Apr 13, 2012","Apr 13, 2012",The Three Stooges,20th Century Fox,Comedy,Remake,Live Action,Contemporary Fiction,30000000,3477,3482,15874,17010125,44338224,51022372,9714025,54052249,tt0383010,2012-04-13 00:00:00,2012,0
1247,"Jul 27, 2012","Jul 27, 2012",The Watch,20th Century Fox,Comedy,Original Screenplay,Live Action,Contemporary Fiction,55000000,3168,3168,10199,12750297,34353000,39531839,32777045,67130045,tt1298649,2012-07-27 00:00:00,2012,0
531,"Jul 26, 2013","Jul 26, 2013",The Wolverine,20th Century Fox,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,115000000,3924,3924,18417,53113752,132556852,149350640,283900000,416456852,tt1430132,2013-07-26 00:00:00,2013,1
1089,"Jun 17, 2011","Jun 17, 2011",This Is 40,20th Century Fox,Adventure,Based on Fiction Book/Short Story,Live Action,Kids Fiction,55000000,3339,3342,15730,18445355,68224452,78806558,121400000,189624452,tt1758830,2011-06-17 00:00:00,2011,0
475,"Feb 17, 2012","Feb 16, 2012",This Means War,20th Century Fox,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,65000000,3189,3189,15693,17405930,54760791,63016183,102213766,156974557,tt1596350,2012-02-17 00:00:00,2012,0
48,"Jan 22, 2010","Jan 22, 2010",Tooth Fairy,20th Century Fox,Adventure,Original Screenplay,Live Action,Fantasy,48000000,3344,3345,22252,14010409,60022256,69683637,52588130,112610386,tt0808510,2010-01-22 00:00:00,2010,0
195,"Nov 4, 2016","Oct 12, 2016",Trolls,20th Century Fox,Adventure,Based on Toy,Digital Animation,Kids Fiction,125000000,4060,4066,25885,46581142,153707064,162634435,189535549,343242613,tt1679335,2016-11-04 00:00:00,2016,1
122,"Jul 17, 2013","Jul 17, 2013",Turbo,20th Century Fox,Adventure,Original Screenplay,Digital Animation,Kids Fiction,135000000,3806,3809,16334,21312625,83028130,93547068,203868448,286896578,tt1860353,2013-07-17 00:00:00,2013,0
1484,"Mar 6, 2015","Mar 5, 2015",Unfinished Business,20th Century Fox,Comedy,Original Screenplay,Live Action,Contemporary Fiction,35000000,2777,2777,6370,4772613,10219501,11104466,2994550,13214051,tt2126400,2015-03-06 00:00:00,2015,0
314,"Nov 12, 2010","Nov 12, 2010",Unstoppable,20th Century Fox,Action,Based on Real Life Events,Live Action,Dramatization,95000000,3207,3261,20351,22688457,81562942,94679308,84157979,165720921,tt0477080,2010-11-12 00:00:00,2010,0
332,"Aug 18, 2010","Aug 18, 2010",Vampires Suck,20th Century Fox,Comedy,Original Screenplay,Live Action,Contemporary Fiction,20000000,3233,3233,12608,12202831,36661504,42562654,44763484,81424988,tt1666186,2010-08-18 00:00:00,2010,0
719,"Nov 25, 2015","Nov 25, 2015",Victor Frankenstein,20th Century Fox,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Science Fiction,40000000,2797,2797,6224,2469341,5775076,6275168,25349291,31124367,tt1976009,2015-11-25 00:00:00,2015,0
326,"Sep 24, 2010","Sep 24, 2010",Wall Street: Money Never Sleeps,20th Century Fox,Drama,Original Screenplay,Live Action,Contemporary Fiction,70000000,3565,3597,15212,19011188,52474616,60921099,84957003,137431619,tt1027718,2010-09-24 00:00:00,2010,1
823,"Jul 14, 2017","Jul 14, 2017",War for the Planet of the Apes,20th Century Fox,Action,Original Screenplay,Animation/Live Action,Science Fiction,152000000,4022,4100,22157,56262929,146880162,149991336,342712105,489592267,tt3450958,2017-07-14 00:00:00,2017,1
392,"Apr 22, 2011","Apr 22, 2011",Water for Elephants,20th Century Fox,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,38000000,2817,2820,15723,16842353,58709717,67816014,58100000,116809717,tt1067583,2011-04-22 00:00:00,2011,0
39,"Dec 23, 2011","Dec 23, 2011",We Bought a Zoo,20th Century Fox,Drama,Based on Factual Book/Article,Live Action,Dramatization,50000000,3117,3170,18607,9360434,75624550,87218919,43104523,118729073,tt1389137,2011-12-23 00:00:00,2011,0
1111,"Sep 30, 2011","Sep 30, 2011",What's Your Number?,20th Century Fox,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,20000000,3002,3011,7890,5421669,14011084,16184300,16152701,30163785,tt0770703,2011-09-30 00:00:00,2011,0
1549,"Dec 23, 2016","Dec 21, 2016",Why Him?,20th Century Fox,Comedy,Original Screenplay,Live Action,Contemporary Fiction,38000000,2970,3008,13323,11002986,60323786,62758824,57101370,117425156,tt4501244,2016-12-23 00:00:00,2016,0
1659,"Nov 16, 2018","Nov 9, 2018",Widows,20th Century Fox,Thriller/Suspense,Based on TV,Live Action,Contemporary Fiction,40000000,2803,2803,12075,12361307,42402632,42632609,33582068,75984700,tt1785670,2018-11-16 00:00:00,2018,0
114,"Sep 28, 2012","Sep 28, 2012",Won't Back Down,20th Century Fox,Drama,Original Screenplay,Live Action,Contemporary Fiction,19000000,2515,2517,5881,2603370,5310554,6111140,434949,5745503,tt1870529,2012-09-28 00:00:00,2012,0
740,"May 27, 2016","May 18, 2016",X-Men: Apocalypse,20th Century Fox,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,178000000,4150,4153,17561,65769562,155442489,164607298,387095057,542537546,tt3385516,2016-05-27 00:00:00,2016,1
957,"Jun 7, 2019","Jun 5, 2019",X-Men: Dark Phoenix,20th Century Fox,Action,Based on Fiction Book/Short Story,Live Action,Super Hero,200000000,3721,3721,11844,32828348,65845974,65845974,180510921,246356895,tt6565702,2019-06-07 00:00:00,2019,1
598,"May 23, 2014","May 21, 2014",X-Men: Days of Future Past,20th Century Fox,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,200000000,3996,4001,23983,90823660,233921534,262266977,513941241,747862775,tt1877832,2014-05-23 00:00:00,2014,1
376,"Jun 3, 2011","Jun 3, 2011",X-Men: First Class,20th Century Fox,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,160000000,3641,3692,17709,55101604,146408305,169117288,209000000,355408305,tt1270798,2011-06-03 00:00:00,2011,1
1518,"Dec 25, 2016","Dec 25, 2016",20th Century Women,A24,Drama,Original Screenplay,Live Action,Historical Fiction,7000000,4,650,2050,111200,5664763,5791492,3688966,9353729,tt4385888,2016-12-25 00:00:00,2016,0
1634,"Jul 7, 2017","Jul 7, 2017",A Ghost Story,A24,Drama,Original Screenplay,Live Action,Contemporary Fiction,100000,4,329,777,104030,1594798,1628575,1174984,2769782,tt6265828,2017-07-07 00:00:00,2017,0
1369,"Dec 31, 2014","Dec 31, 2014",A Most Violent Year,A24,Drama,Original Screenplay,Live Action,Historical Fiction,20000000,4,818,1968,172788,5749134,6256866,3120588,8869722,tt2937898,2014-12-31 00:00:00,2014,0
1536,"Sep 30, 2016","Sep 30, 2016",American Honey,A24,Drama,Original Screenplay,Live Action,Contemporary Fiction,3500000,4,135,361,71203,663247,702343,1948503,2611750,tt3721936,2016-09-30 00:00:00,2016,0
1681,"Jul 13, 2018","Jul 13, 2018",Eighth Grade,A24,Drama,Original Screenplay,Live Action,Contemporary Fiction,2000000,4,1084,3857,263797,13539710,13614013,808310,14348020,tt7014006,2018-07-13 00:00:00,2018,0
1428,"Apr 10, 2015","Jan 21, 2015",Ex Machina,A24,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,13000000,4,2004,7616,237264,25440971,27644037,12917421,38358392,tt0470752,2015-04-10 00:00:00,2015,0
1695,"May 18, 2018","May 18, 2018",First Reformed,A24,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,3500000,4,334,1141,97562,3448256,3467179,540356,3988612,tt6053438,2018-05-18 00:00:00,2018,0
1632,"Apr 21, 2017","Mar 31, 2017",Free Fire,A24,Action,Original Screenplay,Live Action,Historical Fiction,10000000,1070,1070,1929,994430,1799322,1837432,1994417,3793739,tt4158096,2017-04-21 00:00:00,2017,0
1526,"Apr 15, 2016","Apr 15, 2016",Green Room,A24,Horror,Original Screenplay,Live Action,Contemporary Fiction,5000000,3,777,1989,87984,3220371,3410241,587132,3807503,tt4062536,2016-04-15 00:00:00,2016,0
1657,"Jun 8, 2018","Jun 1, 2018",Hereditary,A24,Horror,Original Screenplay,Live Action,Contemporary Fiction,10000000,2964,2998,10946,13575173,44069456,44311326,37194033,81263489,tt7784604,2018-06-08 00:00:00,2018,0
1618,"Jun 9, 2017","Jun 9, 2017",It Comes at Night,A24,Horror,Original Screenplay,Live Action,Contemporary Fiction,5000000,2533,2533,6228,5988370,13985117,14281338,5735086,19720203,tt4695012,2017-06-09 00:00:00,2017,0
1590,"Nov 3, 2017","Nov 3, 2017",Lady Bird,A24,Drama,Original Screenplay,Live Action,Contemporary Fiction,10000000,4,1557,12410,364437,48958273,49720251,29986725,78944998,tt4925292,2017-11-03 00:00:00,2017,0
1703,"Apr 6, 2018","Apr 5, 2018",Lean on Pete,A24,Drama,Original Screenplay,Live Action,Contemporary Fiction,8000000,4,187,657,46975,1163056,1169439,1291971,2455027,tt5340300,2018-04-06 00:00:00,2018,0
1383,"Apr 25, 2014","Apr 25, 2014",Locke,A24,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,2000000,4,121,544,81006,1370646,1536727,717744,2088390,tt2692904,2014-04-25 00:00:00,2014,0
1737,"Jul 3, 2019","Jul 3, 2019",Midsommar,A24,Horror,Original Screenplay,Live Action,Contemporary Fiction,9000000,2707,2707,8785,6560030,27426363,27426363,19404461,46830824,tt8772262,2019-07-03 00:00:00,2019,0
1497,"Oct 21, 2016","Oct 21, 2016",Moonlight,A24,Drama,Based on Play,Live Action,Historical Fiction,1500000,4,1564,10720,402075,27854931,28921308,37302208,65157139,tt4975722,2016-10-21 00:00:00,2016,0
1377,"Jun 6, 2014","Jun 6, 2014",Obvious Child,A24,Romantic Comedy,Based on Short Film,Live Action,Contemporary Fiction,1000000,3,202,920,77315,3122616,3500998,201454,3324070,tt2910274,2014-06-06 00:00:00,2014,0
1433,"Oct 16, 2015","Oct 16, 2015",Room,A24,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,13000000,4,862,6148,118298,14677674,15680601,21633676,36311350,tt3170832,2015-10-16 00:00:00,2015,0
1462,"May 15, 2015","May 15, 2015",Slow West,A24,Western,Original Screenplay,Live Action,Historical Fiction,3750000,0,54,159,0,229094,248932,1859978,2089072,tt3205376,2015-05-15 00:00:00,2015,0
1284,"Mar 15, 2013","Mar 6, 2013",Spring Breakers,A24,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,5000000,3,1379,4363,263002,14124286,15913705,17024965,31149251,tt2101441,2013-03-15 00:00:00,2013,0
1522,"Jun 24, 2016","Jun 24, 2016",Swiss Army Man,A24,Drama,Original Screenplay,Live Action,Contemporary Fiction,3000000,3,636,1669,105453,4210454,4458694,1626657,5837111,tt4034354,2016-06-24 00:00:00,2016,0
1611,"Dec 1, 2017","Dec 1, 2017",The Disaster Artist,A24,Comedy,Based on Factual Book/Article,Live Action,Dramatization,10000000,19,1010,4112,1211345,21120616,21516840,7597051,28717667,tt3521126,2017-12-01 00:00:00,2017,0
291,"Jul 12, 2019","Jul 12, 2019",The Farewell,A24,Drama,Based on Real Life Events,Live Action,Dramatization,3000000,4,861,4789,351330,17700478,17700478,4800209,22500687,tt14431560,2019-07-12 00:00:00,2019,0
1624,"Oct 6, 2017","Oct 6, 2017",The Florida Project,A24,Drama,Original Screenplay,Live Action,Contemporary Fiction,2000000,4,434,1965,156833,5904366,6019897,5390958,11295324,tt5649144,2017-10-06 00:00:00,2017,0
1759,"Jun 7, 2019","Jun 7, 2019",The Last Black Man in San Francisco,A24,Drama,Based on Real Life Events,Live Action,Dramatization,3000000,7,207,1083,235272,4515719,4515719,122595,4638314,tt4353250,2019-06-07 00:00:00,2019,0
1750,"Oct 18, 2019","Oct 18, 2019",The Lighthouse,A24,Drama,Original Screenplay,Live Action,Historical Fiction,4000000,8,978,2983,427797,10867104,10867104,7465788,18332892,tt3520714,2019-10-18 00:00:00,2019,0
1384,"Jun 13, 2014","Jun 4, 2014",The Rover,A24,Drama,Original Screenplay,Live Action,Contemporary Fiction,8500000,5,608,931,69302,1109199,1243598,2071053,3180252,tt2345737,2014-06-13 00:00:00,2014,0
1293,"Aug 2, 2013","Aug 2, 2013",The Spectacular Now,A24,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,2500000,4,770,2729,197415,6852971,7721175,63980,6916951,tt1714206,2013-08-02 00:00:00,2013,0
1499,"Feb 19, 2016","Feb 19, 2016",The Witch,A24,Horror,Original Screenplay,Live Action,Historical Fiction,3500000,2046,2204,8396,8800230,25138705,26620865,15300269,40438974,tt4263482,2016-02-19 00:00:00,2016,0
1382,"Sep 19, 2014","Sep 19, 2014",Tusk,A24,Horror,Original Screenplay,Live Action,Contemporary Fiction,3000000,602,602,1221,846831,1821983,2042753,65571,1887554,tt3099498,2014-09-19 00:00:00,2014,0
1378,"Apr 4, 2014","Mar 14, 2014",Under the Skin,A24,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Science Fiction,13300000,4,176,861,133154,2614251,2931026,4615682,7229933,tt12251530,2014-04-04 00:00:00,2014,0
1440,"Mar 27, 2015","Mar 27, 2015",While We're Young,A24,Comedy,Original Screenplay,Live Action,Contemporary Fiction,10000000,4,762,2818,227688,7582065,8238632,9921763,17503828,tt1791682,2015-03-27 00:00:00,2015,0
1709,"Jun 29, 2018","Jun 29, 2018",Woman Walks Ahead,A24,Western,Based on Real Life Events,Live Action,Dramatization,12000000,2,6,23,6863,57528,57836,570010,627538,tt5436228,2018-06-29 00:00:00,2018,0
655,"Oct 24, 2014","Oct 24, 2014",23 Blast,Abramorama Films,Drama,Based on Real Life Events,Live Action,Dramatization,1000000,617,617,762,337091,549185,615726,0,549185,tt2304459,2014-10-24 00:00:00,2014,0
1221,"Oct 12, 2012","Oct 12, 2012",Middle of Nowhere,AFFRM,Drama,Original Screenplay,Live Action,Contemporary Fiction,200000,6,24,59,67909,236806,272501,0,236806,tt1211890,2012-10-12 00:00:00,2012,0
507,"Apr 27, 2012","Apr 27, 2012",Bernie,Alchemy,Black Comedy,Original Screenplay,Live Action,Contemporary Fiction,6000000,3,332,2429,85805,9204489,10592093,902486,10106975,tt1704573,2012-04-27 00:00:00,2012,0
657,"Nov 7, 2014","Nov 7, 2014",Elsa & Fred,Alchemy,Comedy,Original Screenplay,Live Action,Contemporary Fiction,10000000,0,3,19,0,67657,74920,130244,197901,tt2113659,2014-11-07 00:00:00,2014,0
1255,"Sep 14, 2012","Sep 14, 2012",Stolen,Alchemy,Action,Original Screenplay,Live Action,Contemporary Fiction,35000000,141,141,240,183125,289773,333451,17677973,17967746,tt1656186,2012-09-14 00:00:00,2012,0
1301,"May 3, 2013","May 3, 2013",The Iceman,Alchemy,Drama,Based on Real Life Events,Live Action,Dramatization,10000000,4,258,565,87946,1930282,2174831,1693327,3623609,tt1491044,2013-05-03 00:00:00,2013,0
1217,"Oct 5, 2012","Oct 5, 2012",The Paperboy,Alchemy,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Historical Fiction,12500000,11,76,286,102706,677200,779287,3350463,4027663,tt1496422,2012-10-05 00:00:00,2012,0
1152,"Apr 1, 2011","Apr 1, 2011",Trust,Alchemy,Drama,Original Screenplay,Live Action,Contemporary Fiction,4000000,28,28,56,58214,120016,138627,0,120016,tt1529572,2011-04-01 00:00:00,2011,0
592,"Mar 15, 2013","Aug 23, 2012",Upside Down,Alchemy,Romantic Comedy,Original Screenplay,Live Action,Science Fiction,50000000,11,39,79,28722,102118,115050,26284921,26387039,tt1374992,2013-03-15 00:00:00,2013,0
1688,"Oct 12, 2018","Oct 12, 2018",Beautiful Boy,Amazon Studios,Drama,Based on Factual Book/Article,Live Action,Contemporary Fiction,25000000,4,1052,3474,218888,7634767,7676529,5679795,13314562,tt1226837,2018-10-12 00:00:00,2018,0
1761,"Nov 8, 2019","Nov 7, 2019",Honey Boy,Amazon Studios,Drama,Based on Real Life Events,Live Action,Dramatization,3500000,4,460,1263,301065,3012615,3012615,402927,3415542,tt8151874,2019-11-08 00:00:00,2019,0
1747,"Jun 7, 2019","Jun 7, 2019",Late Night,Amazon Studios,Comedy,Original Screenplay,Live Action,Contemporary Fiction,4000000,4,2220,6426,246305,15500045,15500045,6873333,22373378,tt6107548,2019-06-07 00:00:00,2019,0
1698,"Oct 26, 2018","Oct 12, 2018",Suspiria,Amazon Studios,Horror,Remake,Live Action,Historical Fiction,20000000,2,309,744,184037,2483472,2497098,4539820,7023292,tt1034415,2018-10-26 00:00:00,2018,0
1451,"Dec 4, 2015","Dec 4, 2015",Chi-raq,Amazon Studios/Roadside Attractions,Drama,Based on Play,Live Action,Contemporary Fiction,15000000,305,305,743,1198453,2653031,2881333,80366,2733397,tt4594834,2015-12-04 00:00:00,2015,0
1224,"Jun 1, 2012","Jun 1, 2012",High School,Anchor Bay Entertainment,Comedy,Original Screenplay,Live Action,Contemporary Fiction,10000000,200,200,204,82832,139034,159989,109099,248133,tt1247667,2012-06-01 00:00:00,2012,0
1066,"Oct 8, 2010","Oct 8, 2010",I Spit on Your Grave,Anchor Bay Entertainment,Horror,Remake,Live Action,Contemporary Fiction,1750000,12,12,38,32440,93051,108024,1185420,1278471,tt1242432,2010-10-08 00:00:00,2010,0
