,Released,ReleasedWorldwide,Title,TheatricalDistributor,Genre,Source,ProductionMethod,CreativeType,ProductionBudget,Opening WeekendTheaters,MaximumTheaters,TheatricalEngagements,Opening WeekendRevenue,DomesticBox Office,Infl. Adj. Dom.Box Office,InternationalBox Office,WorldwideBox Office
1650,2014,2014,Birdman or (The Unexpected Virtue of …,Fox Searchlight,Black Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$18,000,000",4,"1,213","12,048","$424,397","$42,340,598","$46,846,448","$60,874,496","$103,215,094"
1651,2014,2014,Wild,Fox Searchlight,Drama,Based on Factual Book/Article,Live Action,Dramatization,"$15,000,000",21,"1,361","7,892","$606,810","$37,880,356","$41,843,311","$14,580,187","$52,460,543"
1652,2014,2014,This is Where I Leave You,Warner Bros.,Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$20,000,000","2,868","2,868","11,431","$11,558,149","$34,296,320","$38,452,169","$7,000,000","$41,296,320"
1653,2014,2014,The Gambler,Paramount Pictures,Drama,Remake,Live Action,Contemporary Fiction,"$25,000,000",0,"2,494","7,760",$0,"$33,680,992","$37,552,217","$5,037,039","$38,718,031"
1654,2014,2014,Paranormal Activity: The Marked Ones,Paramount Pictures,Horror,Spin-Off,Live Action,Contemporary Fiction,"$5,000,000","2,867","2,883","8,161","$18,343,611","$32,462,372","$36,497,177","$58,442,482","$90,904,854"
1655,2014,2014,Nightcrawler,Open Road,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$8,500,000","2,766","2,766","12,147","$10,441,000","$32,381,218","$36,291,242","$17,953,200","$50,334,418"
1656,2014,2014,Deliver Us from Evil,Sony Pictures,Horror,Based on Factual Book/Article,Live Action,Fantasy,"$30,000,000","3,049","3,049","8,051","$9,740,471","$30,577,122","$34,282,298","$57,379,496","$87,956,618"
1657,2014,2014,Oculus,Relativity,Horror,Based on Short Film,Live Action,Contemporary Fiction,"$5,000,000","2,648","2,648","8,894","$12,005,402","$27,695,246","$31,051,209","$16,420,250","$44,115,496"
1658,2014,2014,That Awkward Moment,FilmDistrict,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$8,000,000","2,809","2,809","9,893","$8,742,109","$26,068,955","$29,227,856","$27,000,000","$53,068,955"
1659,2014,2014,A Walk Among the Tombstones,Universal,Action,Based on Fiction Book/Short Story,Live Action,Historical Fiction,"$28,000,000","2,712","2,714","8,368","$12,758,780","$26,017,685","$29,170,377","$36,090,902","$62,108,587"
1660,2014,2014,Her,Warner Bros.,Drama,Original Screenplay,Live Action,Science Fiction,"$23,000,000",6,"2,005","7,480","$260,382","$25,568,251","$28,666,476","$22,475,747","$48,043,998"
1661,2014,2014,Boyhood,IFC Films,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$4,000,000",5,775,"6,497","$387,618","$25,379,975","$28,418,030","$31,893,074","$57,273,049"
1662,2014,2014,Top Five,Paramount Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$12,000,000",979,"1,426","5,711","$6,896,593","$25,317,379","$28,330,671","$684,362","$26,001,741"
1663,2014,2014,The November Man,Relativity,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$15,000,000","2,776","2,776","10,424","$7,911,597","$25,018,119","$28,049,688","$9,802,216","$34,820,335"
1664,2014,2014,"As Above, So Below",Universal,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$5,000,000","2,640","2,650","9,237","$8,632,820","$21,222,315","$23,793,924","$20,601,751","$41,824,066"
1665,2014,2014,Addicted,Lionsgate,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$5,000,000",846,"1,037","3,937","$7,485,346","$17,390,770","$19,498,095","$108,472","$17,499,242"
1666,2014,2014,A Haunted House 2,Open Road,Comedy,Original Screenplay,Live Action,Multiple Creative Types,"$4,000,000","2,310","2,310","6,804","$8,843,875","$17,329,487","$19,429,386","$3,877,374","$21,206,861"
1667,2014,2014,A Most Wanted Man,Roadside Attractions,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$15,000,000",361,808,"4,570","$2,686,526","$17,237,855","$19,326,647","$18,831,035","$36,068,890"
1668,2014,2014,Begin Again,Weinstein Co.,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$8,000,000",5,"1,302","5,726","$134,064","$16,170,632","$18,130,104","$51,584,966","$67,755,598"
1669,2014,2014,Devil's Due,20th Century Fox,Horror,Original Screenplay,Live Action,Fantasy,"$7,000,000","2,544","2,544","7,059","$8,308,220","$15,821,461","$17,738,624","$20,324,626","$36,146,087"
1670,2014,2014,Whiplash,Sony Pictures Classics,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$3,300,000",6,567,"5,429","$135,388","$13,092,006","$14,429,785","$26,856,439","$39,948,445"
1671,2014,2014,Foxcatcher,Sony Pictures Classics,Drama,Based on Real Life Events,Live Action,Dramatization,"$24,000,000",6,759,"3,428","$270,877","$12,096,300","$13,418,429","$7,206,758","$19,303,058"
1672,2014,2014,The Drop,Fox Searchlight,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$12,600,000",809,"1,192","3,761","$4,104,552","$10,724,389","$12,023,911","$8,330,145","$19,054,534"
1673,2014,2014,Inherent Vice,Warner Bros.,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,"$20,000,000",5,653,"1,845","$328,184","$8,110,975","$8,863,930","$6,661,371","$14,772,346"
1674,2014,2014,Bad Words,Focus Features,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$10,000,000",6,"1,074","3,391","$113,301","$7,779,614","$8,722,308","$63,531","$7,843,145"
1675,2014,2014,A Most Violent Year,A24,Drama,Original Screenplay,Live Action,Historical Fiction,"$20,000,000",4,818,"1,968","$172,788","$5,749,134","$6,256,866","$3,120,588","$8,869,722"
1676,2014,2014,The Skeleton Twins,Lionsgate/Roadside Attractions,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$1,000,000",15,461,"1,679","$380,691","$5,284,309","$5,924,633","$512,883","$5,797,192"
1677,2014,2014,The Railway Man,Weinstein Co.,Drama,Based on Factual Book/Article,Live Action,Dramatization,"$18,000,000",4,600,"2,173","$18,078","$4,438,438","$4,976,262","$19,471,772","$23,910,210"
1678,2014,2014,Dear White People,Lionsgate/Roadside Attractions,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$1,250,000",11,392,"1,306","$347,959","$4,404,154","$4,936,864","$999,617","$5,403,771"
1679,2014,2014,Mr. Turner,Sony Pictures Classics,Drama,Based on Real Life Events,Live Action,Dramatization,"$14,000,000",5,217,"1,090","$108,638","$3,958,546","$4,334,622","$21,228,480","$25,187,026"
1680,2014,2014,Wish I Was Here,Focus Features,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$6,000,000",68,753,"1,770","$484,401","$3,591,299","$4,026,470","$3,000,066","$6,591,365"
1681,2014,2014,Before I Go to Sleep,Clarius Entertainment,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$22,000,000","1,935","1,935","2,804","$1,843,347","$3,242,457","$3,635,357","$16,321,122","$19,563,579"
1682,2014,2014,Rosewater,Open Road,Drama,Based on Factual Book/Article,Live Action,Dramatization,"$10,000,000",371,371,"1,319","$1,154,303","$3,128,941","$3,508,088","$56,776","$3,185,717"
1683,2014,2014,Obvious Child,A24,Romantic Comedy,Based on Short Film,Live Action,Contemporary Fiction,"$1,000,000",3,202,920,"$77,315","$3,122,616","$3,500,998","$201,454","$3,324,070"
1684,2014,2014,Under the Skin,A24,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Science Fiction,"$13,300,000",4,176,861,"$133,154","$2,614,251","$2,931,026","$4,615,682","$7,229,933"
1685,2014,2014,Kill the Messenger,Focus Features,Thriller/Suspense,Based on Real Life Events,Live Action,Dramatization,"$5,000,000",374,427,"1,183","$941,809","$2,450,846","$2,747,826","$4,205,859","$6,656,705"
1686,2014,2014,The Homesman,Roadside Attractions,Western,Based on Fiction Book/Short Story,Live Action,Historical Fiction,"$16,000,000",4,222,863,"$45,433","$2,429,989","$2,718,999","$5,787,582","$8,217,571"
1687,2014,2014,The Immigrant,RADiUS-TWC,Drama,Original Screenplay,Live Action,Historical Fiction,"$16,000,000",3,150,756,"$44,064","$2,013,456","$2,257,436","$5,571,555","$7,585,011"
1688,2014,2014,Tusk,A24,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$3,000,000",602,602,"1,221","$846,831","$1,821,983","$2,042,753","$65,571","$1,887,554"
1689,2014,2014,Locke,A24,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$2,000,000",4,121,544,"$81,006","$1,370,646","$1,536,727","$717,744","$2,088,390"
1690,2014,2014,The Rover,A24,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$8,500,000",5,608,931,"$69,302","$1,109,199","$1,243,598","$2,071,053","$3,180,252"
1691,2014,2014,Palo Alto,TriBeca Films,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$1,000,000",4,72,275,"$63,461","$767,732","$860,756","$388,577","$1,156,309"
1692,2014,2014,"Men, Women and Children",Paramount Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$16,000,000",17,608,587,"$48,024","$705,908","$791,442","$979,495","$1,685,403"
1693,2014,2013,Dom Hemingway,Fox Searchlight,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$7,000,000",4,129,360,"$29,276","$523,511","$586,945","$1,333,947","$1,857,458"
1694,2014,2014,Joe,Roadside Attractions,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$4,000,000",0,48,161,$0,"$373,375","$418,612",$0,"$373,375"
1695,2014,2014,Jimi: All is By My Side,XLrator Media,Drama,Based on Real Life Events,Live Action,Dramatization,"$5,000,000",0,75,106,$0,"$340,911","$382,219","$586,163","$927,074"
1696,2014,2014,I Origins,Fox Searchlight,Drama,Original Screenplay,Live Action,Science Fiction,"$1,000,000",4,122,303,"$27,682","$336,472","$377,236","$515,927","$852,399"
1697,2014,2014,La chambre bleue,IFC Films,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$1,400,000",3,41,165,"$21,809","$260,441","$291,902","$1,684,979","$1,945,420"
1698,2014,2014,Blue Ruin,RADiUS-TWC,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$420,000",7,61,169,"$32,608","$258,384","$289,685","$178,618","$437,002"
1699,2014,2014,Fort McCoy,Monterey Media,Drama,Based on Real Life Events,Live Action,Historical Fiction,"$3,000,000",2,14,44,"$4,070","$78,948","$88,513",$0,"$78,948"
1700,2014,2014,Rudderless,Samuel Goldwyn Films,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$5,000,000",18,18,26,"$37,440","$56,001","$62,783","$528,498","$584,499"
1701,2014,2013,Blood Ties,Roadside Attractions,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$26,000,000",28,28,33,"$26,912","$42,472","$47,614","$2,881,487","$2,923,959"
1702,2014,2014,Happy Christmas,Magnolia Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$70,000",4,9,28,"$7,523","$30,312","$33,984",$0,"$30,312"
1703,2014,2014,Two Night Stand,Entertainment One,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$1,600,000",5,5,5,"$15,600","$15,600","$17,486","$852,481","$868,081"
1704,2014,2014,Falcon Rising,Freestyle Releasing,Action,Original Screenplay,Live Action,Contemporary Fiction,"$4,500,000",10,10,10,"$8,691","$11,774","$13,200",$0,"$11,774"
1705,2014,2014,Camp X-Ray,IFC Films,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$1,000,000",1,7,14,"$1,316","$9,837","$11,029","$91,216","$101,053"
1706,2014,2014,13 Sins,RADiUS-TWC,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$4,000,000",45,45,45,"$9,134","$9,134","$10,232","$38,418","$47,552"
1707,2014,2014,Locker 13,Brothers' Ink Productions,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$300,000",0,0,0,$0,"$3,496","$3,496",$0,"$3,496"
1708,2014,2014,Revenge of the Green Dragons,A24,Action,Original Screenplay,Live Action,Historical Fiction,"$5,000,000",0,2,0,$0,"$2,500","$2,794","$210,664","$213,164"
1709,2014,2014,They Came Together,Lionsgate,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$3,000,000",0,0,0,$0,$0,$0,"$82,780","$82,780"
1710,2014,2014,Nurse 3D,Lionsgate,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$10,000,000",0,0,0,$0,$0,$0,"$379,584","$379,584"
1711,2014,2015,AWOL-72,,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$3,000,000",0,0,0,$0,$0,$0,$0,$0
1712,2014,2014,Swelter,,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$8,000,000",0,0,0,$0,$0,$0,"$44,197","$44,197"
1713,2014,2014,Banshee Chapter,XLrator Media,Thriller/Suspense,Original Screenplay,Live Action,Dramatization,"$950,000",0,0,0,$0,$0,$0,"$78,122","$78,122"
1714,2014,2014,The Possession of Michael King,Anchor Bay Entertainment,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$1,300,000",0,0,0,$0,$0,$0,"$2,736,371","$2,736,371"
1715,2014,2014,Reach Me,Alchemy,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$5,000,000",0,0,0,$0,$0,$0,$0,$0
1716,2014,2014,Diamond Ruff,,Action,Original Screenplay,Live Action,Contemporary Fiction,"$500,000",0,0,0,$0,$0,$0,$0,$0
1717,2014,2014,In the Name of the King III,,Action,Based on Game,Live Action,Science Fiction,"$3,500,000",0,0,0,$0,$0,$0,$0,$0
1718,2014,2014,Jesse,,Action,Original Screenplay,Live Action,Contemporary Fiction,"$950,000",0,0,0,$0,$0,$0,$0,$0
1719,2014,2014,Plastic,ARC Entertainment,Action,Original Screenplay,Live Action,Contemporary Fiction,"$10,000,000",0,0,0,$0,$0,$0,"$575,371","$575,371"
1720,2014,2014,Dying of the Light,Lionsgate,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$5,000,000",0,0,0,$0,$0,$0,"$74,639","$74,639"
1721,2014,2014,Wolves,Ketchup Entertainment,Horror,Based on Folk Tale/Legend/Fairytale,Live Action,Fantasy,"$18,000,000",0,0,0,$0,$0,$0,"$94,953","$94,953"
1722,2014,2014,AutÃ³mata,Alchemy,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,"$15,000,000",0,0,0,$0,$0,$0,"$6,775,458","$6,775,458"
1723,2014,2014,Anna,Vertical Entertainment,Thriller/Suspense,Original Screenplay,Live Action,Fantasy,"$4,357,373",0,0,0,$0,$0,$0,"$1,200,000","$1,200,000"
1724,2014,2014,The Prince,Lionsgate,Action,Original Screenplay,Live Action,Contemporary Fiction,"$18,000,000",0,0,0,$0,$0,$0,$0,$0
1725,2014,2014,Once Upon a Time in Queens,,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$1,500,000",0,0,0,$0,$0,$0,$0,$0
1726,2014,2014,Beneath Hill 60,,Drama,Based on Real Life Events,Live Action,Dramatization,"$9,000,000",0,0,0,$0,$0,$0,"$3,440,939","$3,440,939"
1727,2014,2014,An American in Hollywood,,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$125,000",0,0,0,$0,$0,$0,$0,$0
1728,2014,2014,American Sniper,Warner Bros.,Drama,Based on Factual Book/Article,Live Action,Dramatization,"$58,000,000",4,"3,885","34,584","$633,456","$350,126,372","$380,522,815","$197,200,000","$547,326,372"
1729,2014,2014,The Hobbit: The Battle of the Five Ar…,Warner Bros.,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Fantasy,"$250,000,000","3,875","3,875","21,623","$54,724,334","$255,119,788","$284,840,313","$686,440,944","$941,560,732"
1730,2014,2014,22 Jump Street,Sony Pictures,Comedy,Based on TV,Live Action,Contemporary Fiction,"$50,000,000","3,306","3,426","22,821","$57,071,445","$191,719,337","$214,950,932","$139,614,539","$331,333,876"
1731,2014,2014,Gone Girl,20th Century Fox,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$61,000,000","3,014","3,284","26,324","$37,513,109","$167,767,189","$188,042,104","$199,393,592","$367,160,781"
1732,2014,2014,Lucy,Universal,Action,Original Screenplay,Live Action,Science Fiction,"$40,000,000","3,173","3,202","19,513","$43,899,340","$126,573,960","$141,911,556","$330,933,816","$457,507,776"
1733,2014,2014,300: Rise of an Empire,Warner Bros.,Action,Based on Comic/Graphic Novel,Animation/Live Action,Historical Fiction,"$110,000,000","3,470","3,490","15,968","$45,038,460","$106,580,051","$119,494,884","$224,200,000","$330,780,051"
1734,2014,2014,The Equalizer,Sony Pictures,Action,Based on TV,Live Action,Contemporary Fiction,"$55,000,000","3,236","3,236","17,285","$34,137,828","$101,530,738","$113,827,977","$91,372,886","$192,903,624"
1735,2014,2014,Fury,Sony Pictures,Drama,Original Screenplay,Live Action,Historical Fiction,"$80,000,000","3,173","3,313","20,336","$23,702,421","$85,817,906","$96,197,056","$124,497,775","$210,315,681"
1736,2014,2014,The Grand Budapest Hotel,Fox Searchlight,Comedy,Original Screenplay,Live Action,Historical Fiction,"$31,000,000",4,"1,467","10,285","$811,166","$59,076,019","$65,981,944","$104,427,495","$163,503,514"
1737,2014,2014,Horrible Bosses 2,Warner Bros.,Black Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$40,000,000","3,375","3,400","14,739","$15,457,418","$54,445,357","$60,994,984","$51,500,000","$105,945,357"
1738,2014,2014,The Judge,Warner Bros.,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$50,000,000","3,003","3,003","14,529","$13,116,226","$47,119,388","$52,827,131","$28,954,168","$76,073,556"
1739,2014,2014,Jersey Boys,Warner Bros.,Musical,Based on Musical or Opera,Live Action,Dramatization,"$40,000,000","2,905","2,905","12,980","$13,319,371","$47,047,013","$52,747,933","$18,235,719","$65,282,732"
1740,2014,2014,A Million Ways to Die in The West,Universal,Western,Original Screenplay,Live Action,Historical Fiction,"$40,000,000","3,158","3,160","11,046","$16,797,385","$42,720,965","$47,897,677","$44,057,592","$86,778,557"
1741,2014,2014,Sex Tape,Sony Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$40,000,000","3,062","3,062","10,494","$14,608,152","$38,543,473","$43,213,976","$87,526,036","$126,069,509"
1742,2014,2014,Sin City: A Dame to Kill For,Weinstein Co.,Action,Based on Comic/Graphic Novel,Live Action,Fantasy,"$65,000,000","2,894","2,894","7,435","$6,317,683","$13,757,804","$15,424,900","$26,893,038","$40,650,842"
1743,2014,2014,Sabotage,Open Road,Action,Original Screenplay,Live Action,Contemporary Fiction,"$35,000,000","2,486","2,486","6,039","$5,272,444","$10,508,518","$11,781,885","$7,867,925","$18,376,443"
1744,2014,2014,The Interview,Sony Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$44,000,000",0,581,"1,734",$0,"$6,105,175","$6,756,700","$6,237,457","$12,342,632"
1745,2014,2013,Snowpiercer,RADiUS-TWC,Thriller/Suspense,Based on Comic/Graphic Novel,Live Action,Science Fiction,"$40,000,000",8,356,"1,327","$171,187","$4,563,029","$5,115,952","$82,245,176","$86,808,205"
1746,2015,2015,Straight Outta Compton,Universal,Drama,Based on Real Life Events,Live Action,Dramatization,"$28,000,000","2,757","3,142","17,941","$60,200,180","$161,197,785","$175,156,787","$40,985,196","$202,182,981"
