,title,year,M,p,q
2154,Beautiful Boy,2011,819207.136325748,0.009747048791098683,1.0310025109781336
2155,"Beats, Rhymes & Life:…",2011,149373.0056512181,0.17301455725991152,0.3541652969673221
2156,Beatriz at Dinner,2017,778771.2863281743,0.11887926467020021,0.8407341727746047
2157,Beasts of the Souther…,2012,1488004.7820943918,0.04606382825687561,0.30248194759119335
2158,Beastly,2011,3522606.579656095,0.4233850215505814,0.07469775304073195
2159,Bears,2014,2164177.970093286,0.4297770077986016,0.12353156410154614
2160,Be Natural: The Untol…,2019,1628.7998901144992,-0.2538237121888962,1.059176832369194e-05
2161,Baywatch,2017,6368581.307359472,0.2545108218650894,0.6903961961003895
2162,Battleship Potemkin ,2011,1070.3798816090693,-0.3297595406428597,3.010376651591914e-05
2163,Battleship,2012,8132057.021561972,0.519021588216338,0.006822150401449845
2164,Battle: Los Angeles,2011,10531728.041051086,0.5498992172119289,-0.05384310254134572
2165,Battle of the Sexes,2017,1389531.6092779802,0.19360267267681577,0.6779176280854421
2166,Batman v Superman: Da…,2016,38131236.584848456,0.6339255838093755,-0.16233664289738725
2167,Barney's Version,2011,956678.9193810129,0.10308072486023175,0.1935528324886875
2168,Barbershop: The Next Cut,2016,6242468.29659255,0.4662084778376735,0.007851150290184461
2169,Bang Bang,2014,313986.34114187135,0.005860072419787999,1.1691149699581396
2170,Ballet 422,2015,39501.23254106862,0.12595196835544914,0.2782918977455404
2171,Baggage Claim,2013,2657489.1345296158,0.5111837956901478,-0.030590636865231335
2172,Bad Words,2014,938030.1059735216,0.12623189626035067,1.1694794879644221
2173,Bad Teacher,2011,12537125.97804677,0.45596958797101106,0.0062396234373726656
2174,Bad Santa 2,2016,2003896.5641250084,0.24429449854918267,1.0099570350158442
2175,Bad Moms,2016,13294065.713472228,0.3154923017587101,0.0012419109788480154
2176,Bad Lieutenant: Port …,2009,165964.9407022496,-1.469405681177043,3.2899788408100847e-06
2177,Back to Burgundy,2018,28544.89576624008,0.13681878101720865,0.24204593907846617
2178,Babylon (1980),2019,3685.4605776312856,-0.65644846349921,3.1349705682074415e-05
2179,Baby Driver,2017,11819781.882575888,0.19282541550274124,0.2993271005132339
2180,BPM (Beats per Minute),2017,14090.104033415215,0.144746389282576,-0.026785214726553958
2181,Awake: The Life of Yo…,2014,182666.24550275813,0.06896906510791341,0.009413662032992667
2182,Avengers: Infinity War,2018,74431799.38974582,0.4993456864136646,-0.13353363765319592
2183,Avengers: Endgame,2019,93063874.08813463,0.5576480848050632,-0.15929652947031048
2184,Avengers: Age of Ultron,2015,54337482.31544646,0.5142161570594969,-0.14332389886281516
2185,Avatar Special Editio…,2010,96370900.01302901,-20.211357207939848,21.02733983260233
2186,Avatar,2009,95332006.47642699,0.20687462398621478,0.026060772371933744
2187,Austenland,2013,247331.8961594669,0.06583694683671057,0.6010576560816159
2188,Augustine,2013,2463.0836485754544,-0.35241363352852373,1.4573302691997472e-05
2189,August: Osage County,2013,4569206.820418659,0.09852860830569732,0.7039279016866762
2190,At Eternityâs Gate,2018,243895.41690202084,0.10210052987268792,0.4052889540472638
2191,Assassinâs Creed,2016,6021234.412667473,0.23604895528282788,0.9283908653011594
2192,Ask Dr. Ruth,2019,31923.612915632104,0.4834146204590153,-0.007343336373354992
2193,As I Open My Eyes,2016,3914.210301043429,0.19893479429174857,-0.029154317708229932
2194,Art and Craft,2014,28534.665105856635,0.130145507524761,0.22438821201397413
2195,Arrival,2016,11216308.182498382,0.32116454333744454,-0.012601606581661762
2196,Around a Small Mountain,2010,4175.301420268097,0.27958534524005535,-0.04333094406710536
2197,Argo,2012,17102941.372171443,0.2107619095386265,-0.1214153184467976
2198,Arctic,2019,255670.23407300995,0.06830461480665599,0.8565416286426094
2199,Arbitrage,2012,996287.3010163121,0.3314656680343796,-0.029828500846127093
2200,Arabian Nights: Volum…,2015,370.11048205774625,-1.1542701951128178,0.0009528457303409658
2201,Aquarela,2019,32651.199997055985,0.15312823543198428,0.2504714022132802
2202,Aquaman,2018,36353833.70839497,0.4114311540976543,0.04694676519123464
2203,April and the Extraor…,2016,34030.4345906137,0.08806216504393001,0.48961436854412316
2204,Apollo 18,2011,2221795.193220643,0.6858430919639076,-0.008512497710037148
2205,Apollo 11,2019,962218.3372457003,0.2754225125271819,0.1621920971589521
2206,Apocalypsis,2018,523.9240422067842,-0.48938423420913113,0.00013799568064764794
2207,Any Day Now,2012,26099.46916662908,0.2907583104528199,-0.15874842031051312
2208,Antonio Lopez 1970: S…,2018,5022.303988899169,0.27011268606159844,-0.05006573948153359
2209,Anthropocene: The Hum…,2018,62458.49562096963,0.07208972323671203,0.018372204669628973
2210,Ant-Man and the Wasp,2018,23851686.460980307,0.4777284976210974,-0.15921474740526603
2211,Ant-Man,2015,21369649.40518272,0.45239640800937914,-0.16754090759534684
2212,Another Year,2010,399931.2487091565,0.025060628523323646,0.5521224852757881
2213,Another Earth,2011,165127.18829575682,0.09594470302782547,0.5679286760064124
2214,Anomalisa,2015,381539.38177773333,0.061430874661288715,0.36493663035344526
2215,Annie,2014,10060999.609762916,0.3717184036810276,0.4488280736117054
2216,Annabelle: Creation,2017,11527836.218058856,0.4672896979073425,-0.11641603928734418
2217,Annabelle Comes Home,2019,7944002.610828931,0.23990874469035114,0.5130328480723039
2218,Annabelle,2014,10329063.268438613,0.5421768111880406,-0.013081402410581755
2219,Anna Karenina,2012,1545551.61224427,0.10512929609075941,0.48118770826324564
2220,Animal Kingdom,2010,128383.78213084454,0.12444319203792704,0.33065879372828955
2221,Angel Has Fallen,2019,7570699.130770708,0.42200256620072146,0.03510041261556662
2222,Andrei Rublev (1966) …,2018,10991.978695242666,0.22025362981662477,0.1958541212802482
2223,Anchorman 2: The Lege…,2013,15313622.790568108,0.2225558684184282,0.5361775790513597
2224,An Oversimplification…,2013,1363.064208064614,-0.2456339588984965,1.3500641719914108e-05
2225,An Honest Liar,2015,21054.972086491664,0.1346260300317432,0.36587838346204943
2226,An Education,2009,1602479.8745753265,-0.4833181636417147,0.9007309498457496
2227,Amy,2015,984892.8700638207,0.18154395878126892,0.2804132872203191
2228,Amour,2012,830929.6638165987,0.012669826333245112,0.49135788457161733
2229,Amigo,2011,6808.289797286371,-0.5361437824191657,1.0759223594517953e-05
2230,American: The Bill Hi…,2011,11157.08936323092,0.16367219792328222,0.5026741472590103
2231,American Sniper,2014,41096774.52468698,0.07938666214575292,0.5002786293105533
2232,American Skin,2021,32078.325441302855,0.23493837399659176,0.07586803051270663
2233,American Promise,2013,18581.60543087526,0.16442487458992452,0.11827182596000752
2234,American Made,2017,5757964.524733661,0.43108904861857794,0.013164956952507911
2235,American Hustle,2013,18349257.61866198,0.1359848888427103,0.21591843922526263
2236,American Honey,2016,75302.2425342116,0.15022948324701996,0.7995942584776314
2237,American Dharma,2019,1306.5436626435219,-0.32125482521149107,2.358319450837703e-05
2238,American Animals,2018,308064.1838289464,0.06539570629683075,0.8869271510557689
2239,America: Imagine a Wo…,2014,1753246.2138932112,0.17030526346200475,0.7200098689758596
2240,Amazing Grace,2018,479512.7096336521,0.060363045375872636,0.5365029839910397
2241,Always & Forever,2020,22839.68330980238,0.09511065619363154,0.22091735780903488
2242,Alvin and the Chipmun…,2009,16115257.213005995,0.3076111156592085,-0.19987226604770703
2243,Alps,2012,2018.4900586510844,0.22772847647219685,-0.07979580004631948
2244,Alpha and Omega 3D,2010,3195639.8491790006,0.4127765540635619,-0.0650697004787597
2245,Alpha,2018,3945462.8408131767,0.39760578613028086,0.11424193448329556
2246,Along With The Gods: …,2017,210117.18049656457,0.22818277860187147,0.3382953284115491
2247,Aloft,2015,6233.454317821129,0.0859357089048678,0.3952658759937326
2248,Allied,2016,4487003.111394144,0.22779331586909884,0.8215282421452961
2249,All the Money in the …,2017,2721645.7050977745,0.31053871306598785,0.6010046674379923
2250,All is True,2019,128703.83790462412,0.06211681635401109,0.7345257245107473
2251,All is Lost,2013,752901.2842100019,0.06973398448656351,0.47632477735225875
2252,All Together,2012,5125.78101300139,0.4157613757938017,-0.0064058865387782715
2253,All Good Things,2010,72461.51199074964,0.12341258373152345,0.1848591306313289
2254,Alive and Kicking,2017,2204.4670253024938,-0.5941975159398396,4.817762795777094e-05
2255,Alive Inside,2014,30855.72751822449,0.05987863258995363,0.45170038421469294
2256,Alita: Battle Angel,2019,9238699.787961863,0.2529517437504055,0.5180429633410216
2257,Alien: Covenant,2017,8259052.073053232,0.6321853408807914,-0.05539636091451816
2258,Alice in Wonderland,2010,42172899.74685564,0.442045566441612,0.007063463900697675
2259,Alice Through the Loo…,2016,8936614.249035051,0.5167375822816528,-0.09167852602652393
2260,Alexander and the Ter…,2014,8019825.302765181,0.371752564314597,-0.015424214662485114
2261,Alex Cross,2012,3228728.148877018,0.5579054758766729,0.05173466326217391
2262,Albert Nobbs,2012,376265.04646434047,0.33972368016748755,0.022404192482615326
2263,Aladdin,2019,39440142.55901655,0.3918933392317373,-0.2097017609869759
2264,Ajami,2010,76465.15686036203,0.07087774829969111,0.23251159394137394
2265,Ain't in It for My He…,2013,14470.592614487452,0.0705330775843977,0.08267795254349483
2266,Aidaâs Secrets,2017,10680.39405561815,0.229903748287162,0.13504781875442523
2267,Agora,2010,83789.8666046308,0.05106186586760095,0.1431270515645849
2268,Afterimage,2017,3507.9497624061696,0.30910405551545805,0.5942314762054908
2269,After the Wedding,2019,169107.79688152767,0.04762772977506804,1.45721503131381
2270,After the Storm,2017,29383.809774221285,0.1656545762540908,0.2543006957208114
2271,After Earth,2013,7363472.560700335,0.5916789691944773,0.029483148836443318
2272,African Cats,2011,1922416.506954707,0.543093077821351,-0.08294023483306123
2273,Aferim!,2016,12647.404768245386,0.27511979811986004,-0.15987466288654895
2274,Advanced Style,2014,10205.692446564472,0.1418547431612846,0.32358263196626025
2275,Admission,2013,2211509.7120291437,0.47247124514641975,0.09117945377254488
2276,Addiction Incorporated,2011,5388.301535796649,0.05393119482915449,0.25883452849724164
2277,Ad Astra,2019,5463108.32598039,0.508062851633286,0.0776175029175768
2278,Act of Valor,2012,8787404.441613926,0.4509161409297825,0.01391649461564537
2279,Acrimony,2018,4776994.318364891,0.5352555175913418,-0.0006620895491149525
2280,Absolutely Fabulous: …,2016,547393.7662000861,0.5430104090640393,0.0423839528959683
2281,Abraham Lincoln: Vamp…,2012,4683174.197614505,0.6185345718790529,0.00787910227834443
2282,Above and Beyond,2015,34131.02166103404,0.08832241674355255,0.31726185633273013
2283,About Endlessness,2021,1746.2145613964585,-0.48332373791330285,3.368307874076225e-05
2284,About Elly,2015,56116.192952367855,0.028664736369176772,0.28427377169947593
2285,Abominable,2019,6590565.211398469,0.4293488976770121,0.05572733701686239
2286,Abduction,2011,3513149.429192494,0.4835031785944163,0.022539226693193692
2287,Abacus: Small Enough …,2017,12851.30317407198,0.10935329854183058,0.36370136056781405
2288,A Wrinkle in Time,2018,10879555.738197753,0.44882522930398755,-0.11743755682107865
2289,"A Woman, a Gun and a …",2010,23775.277460512698,0.2334758734535247,0.13857192791573278
2290,A War,2016,13533.733430224482,0.18605906141090073,0.6677632581569167
2291,A Walk in the Woods,2015,3461022.0724344654,0.23552837772014695,0.5805699580411374
2292,A Very Harold & Kumar…,2011,4429748.479405711,0.4926499197748012,-0.06238500074187736
2293,A United Kingdom,2017,429163.86233005096,0.07546385732109703,0.7047894135148994
2294,A Tuba to Cuba,2019,12843.275056196417,0.1314262781033258,0.25877080301754474
2295,A Town Called Panic,2009,20864.635256806745,0.04775388106492766,0.15195793234333171
2296,A Touch of Sin,2013,4330.6966634868395,-0.4988853902736053,1.5787566423070255e-05
2297,A Thousand Words,2012,2303091.4626312125,0.455339310903056,0.030716788818427543
2298,A Taxi Driver,2017,171073.7791508214,0.37668299646047226,0.1554298967519537
2299,A Summerâs Tale,2014,24788.28579215235,0.11114648538560931,0.13393844525843174
2300,A Star is Born,2018,23165810.817706596,0.3105351537809588,-0.08959869118348379
2301,A Somewhat Gentle Man,2011,4980.676927568836,0.058835839977233406,0.3062515530950789
2302,A Single Man,2009,1167328.393910657,0.03509619908772931,0.34671610542560677
2303,A Simple Favor,2018,5901444.9022742035,0.4091756111335212,0.1515416929621763
2304,A Separation,2011,885374.9762829948,0.003232827331997568,0.505352242069163
2305,A Royal Affair,2012,209022.89320488943,0.04810933282878479,0.09177959992224136
2306,A Quiet Place: Part II,2021,18357171.596132964,0.40680831011176316,-0.23508204315494424
2307,A Quiet Place,2018,20667768.680634927,0.35845388476575996,-0.03225636641063806
2308,A Quiet Passion,2017,206522.41411488928,0.03661633104354603,0.6389034042808155
2309,A Question of Faith,2017,280998.2789854946,0.5357870080007524,-0.012673820165004845
2310,A Prophet,2010,263845.5277854462,0.13327363087822164,0.23238134933556853
2311,A Private War,2018,174421.7846485807,0.13465568474561318,1.5480729757888545
2312,A Place at the Table,2013,28435.376273375932,0.5274178210921544,-0.28517387552192375
2313,A Pigeon Sat on a Bra…,2015,26458.678147454044,0.13223940624989447,0.1291125718881542
2314,A Nightmare on Elm St…,2010,8018695.960509642,0.6214428864805698,-0.15992347065543022
2315,A Most Wanted Man,2014,2102189.9451299207,0.24019615660609428,0.19888292755269812
2316,A Most Violent Year,2015,666963.3003021681,-0.002008703231725176,1.215618719310868
2317,A Matter of Faith,2014,17702.53825187812,-0.5049807124720285,3.763452730360672e-06
2318,A Man Called Ove,2016,381450.58105330396,0.0403075790030415,0.6040352756880578
2319,A Late Quartet,2012,190552.95517891794,0.12437083358916112,0.16160895914958
2320,A Hologram for the King,2016,483327.0373791643,0.3894977495523372,0.2823296374108749
2321,A Hijacking,2013,49893.61125739913,0.15782953627110358,0.29633137120922204
2322,A Good Day to Die Hard,2013,8176612.742816356,0.26764682931244166,0.6602047067513402
2323,A Girl Walks Home Alo…,2014,64131.99456152148,0.06864997824355741,0.00892343860259727
2324,A Ghost Story,2017,173319.02452348536,0.07185428936963671,0.9802214634671337
2325,A Five Star Life,2014,38852.76093666307,0.06655993761625396,0.4167974484954364
2326,A Film Unfinished,2010,53660.8369863195,0.08009612343819686,0.023914521056622555
2327,A Fierce Green Fire,2013,3894.9364741248205,0.19993183889656463,-0.000858601794991809
2328,A Faithful Man,2019,3534.912299074847,-0.9058528665736851,6.091429923858732e-05
2329,A Dogâs Way Home,2019,4572503.163032184,0.34066818289322626,0.17264519372793752
2330,A Dogâs Purpose,2017,7215048.533683522,0.3324431245744397,0.03543206735679694
2331,A Dangerous Method,2011,712769.2952409892,0.014642828358569848,0.42572714299944636
2332,A Coffee in Berlin,2014,18129.006092290823,0.10468613766249045,0.6102778082939304
2333,A Call to Spy,2020,17529.77376491518,0.322113343957036,0.003825203388978793
2334,A Borrowed Identity,2015,39272.94630967456,0.02465218044322475,0.2478994110153527
2335,A Bigger Splash,2016,226609.18168925113,0.04841735742367603,1.0693187329331284
2336,A Better Life,2011,215208.11605810985,0.08574180541730823,0.9280041109142426
2337,A Beginnerâs Guide to…,2017,742.0570016585746,-0.6108333776976026,0.0001485402167503806
2338,A Beautiful Planet,2016,1019708.2049438861,0.03851600119400624,0.0488809566783442
2339,A Beautiful Day in th…,2019,6731847.620047194,0.36985608527769404,-0.008238344876211834
2340,A Band Called Death,2013,16364.826810093926,0.3942144487245287,-0.26727860248439184
2341,A Bag of Marbles,2018,43287.93187055695,0.04685513250934171,0.3868370618115208
2342,A Bad Moms Christmas,2017,7946583.635472071,0.18256596326932192,0.4282772674198036
2343,63 Up,2019,50916.686672540694,0.050299188131885955,0.4638181212840536
2344,56 Up,2013,85577.64551886728,0.035436298862069705,0.33771426024576345
2345,50/50,2011,4420744.91626695,0.33449589978118466,0.09520429449710349
2346,50 to 1,2014,19157.778738932626,-0.2546702513537267,8.941651495990422e-07
2347,5 Broken Cameras,2012,13465.048661191106,-0.4534322817067991,0.7261083126007537
2348,47 Meters Down: Uncaged,2019,2426948.4261189816,0.5115490663899233,0.020478944033824387
