,Released,ReleasedWorldwide,Title,TheatricalDistributor,Genre,Source,ProductionMethod,CreativeType,ProductionBudget,Opening WeekendTheaters,MaximumTheaters,TheatricalEngagements,Opening WeekendRevenue,DomesticBox Office,Infl. Adj. Dom.Box Office,InternationalBox Office,WorldwideBox Office,TitleLower
140,2013,2013,Cloudy with a Chance of Meatballs 2,Sony Pictures,Adventure,Based on Fiction Book/Short Story,Digital Animation,Kids Fiction,78000000.0,4001.0,4001.0,29882.0,34017930.0,119793567.0,134958329.0,154599082.0,274392649.0,cloudy with a chance of meatballs 2
141,2013,2013,Epic,20th Century Fox,Adventure,Based on Fiction Book/Short Story,Digital Animation,Kids Fiction,100000000.0,3882.0,3894.0,19604.0,33531068.0,107518682.0,121140359.0,155275759.0,262794441.0,epic
142,2013,2013,Planes,Walt Disney,Adventure,Original Screenplay,Digital Animation,Kids Fiction,50000000.0,3702.0,3716.0,26389.0,22232291.0,90282580.0,101720591.0,147776989.0,238059569.0,planes
143,2013,2013,Turbo,20th Century Fox,Adventure,Original Screenplay,Digital Animation,Kids Fiction,135000000.0,3806.0,3809.0,16334.0,21312625.0,83028130.0,93547068.0,203868448.0,286896578.0,turbo
144,2013,2013,The Smurfs 2,Sony Pictures,Adventure,Based on Comic/Graphic Novel,Animation/Live Action,Kids Fiction,110000000.0,3866.0,3867.0,17079.0,17548389.0,71017784.0,80015110.0,277529739.0,348547523.0,the smurfs 2
145,2013,2013,Percy Jackson: Sea of Monsters,20th Century Fox,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Fantasy,90000000.0,3031.0,3080.0,20510.0,14401054.0,68559554.0,77245217.0,132300000.0,200859554.0,percy jackson: sea of monsters
146,2013,2013,The Secret Life of Walter Mitty,20th Century Fox,Adventure,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,91000000.0,2909.0,2922.0,11536.0,12765508.0,58236838.0,65544508.0,129624345.0,187861183.0,the secret life of walter mitty
147,2013,2013,Escape From Planet Earth,Weinstein Co.,Adventure,Original Screenplay,Digital Animation,Kids Fiction,40000000.0,3288.0,3353.0,20610.0,15891055.0,57012977.0,64236021.0,17143633.0,74156610.0,escape from planet earth
148,2013,2013,Free Birds,Relativity,Adventure,Original Screenplay,Digital Animation,Kids Fiction,55000000.0,3736.0,3736.0,19452.0,15805237.0,55750480.0,62808856.0,54636592.0,110387072.0,free birds
149,2013,2013,Walking with Dinosaurs 3D,20th Century Fox,Adventure,Based on TV,Animation/Live Action,Kids Fiction,80000000.0,3231.0,3243.0,12784.0,7091938.0,36076121.0,40620542.0,87292721.0,123368842.0,walking with dinosaurs 3d
150,2013,2013,One Direction: This is Us,Sony Pictures,Concert/Performance,Based on Real Life Events,Live Action,Factual,10000000.0,2735.0,2735.0,9764.0,15815497.0,28873374.0,32531374.0,39553626.0,68427000.0,one direction: this is us
151,2013,2013,Black Nativity,20th Century Fox,Musical,Based on Play,Live Action,Fantasy,17500000.0,1516.0,1525.0,3418.0,3669530.0,7018188.0,7907288.0,435996.0,7454184.0,black nativity
152,2013,2013,Grace Unplugged,Roadside Attractions,Drama,Original Screenplay,Live Action,Contemporary Fiction,1700000.0,511.0,511.0,1669.0,998145.0,2507159.0,2824788.0,0.0,2507159.0,grace unplugged
153,2013,2013,I'm in Love with a Church Girl,High Top Releasing,Drama,Original Screenplay,Live Action,Contemporary Fiction,3000000.0,457.0,458.0,1304.0,971826.0,2387730.0,2690228.0,115662.0,2503392.0,i'm in love with a church girl
154,2013,2013,The Christmas Candle,Echolight Studios,Adventure,Based on Fiction Book/Short Story,Live Action,Fantasy,7000000.0,5.0,392.0,749.0,68655.0,1632000.0,1838760.0,301829.0,1933829.0,the christmas candle
155,2013,2013,The Lost Medallion: The Adventures of…,Freestyle Releasing,Adventure,Original Screenplay,Live Action,Kids Fiction,2500000.0,68.0,68.0,247.0,143532.0,549632.0,619262.0,0.0,549632.0,the lost medallion: the adventures of…
156,2013,2013,Underdogs,Freestyle Releasing,Drama,Original Screenplay,Live Action,Contemporary Fiction,2500000.0,4.0,4.0,8.0,18722.0,35017.0,39452.0,1357632.0,1392649.0,underdogs
157,2014,2014,The Lego Movie,Warner Bros.,Adventure,Based on Toy,Digital Animation,Kids Fiction,60000000.0,3775.0,3890.0,32540.0,69050279.0,257784718.0,289021789.0,210300000.0,468084718.0,the lego movie
158,2014,2014,Maleficent,Walt Disney,Adventure,Spin-Off,Live Action,Fantasy,180000000.0,3948.0,3948.0,29061.0,69431298.0,241407328.0,270659863.0,517129407.0,758536735.0,maleficent
159,2014,2014,Big Hero 6,Walt Disney,Adventure,Original Screenplay,Digital Animation,Super Hero,165000000.0,3761.0,3773.0,32851.0,56215889.0,222527828.0,249101171.0,427129579.0,649657407.0,big hero 6
160,2014,2014,How to Train Your Dragon 2,20th Century Fox,Adventure,Original Screenplay,Digital Animation,Fantasy,145000000.0,4253.0,4268.0,28175.0,49451322.0,177002924.0,198451253.0,437583346.0,614586270.0,how to train your dragon 2
161,2014,2014,Into the Woods,Walt Disney,Musical,Based on Folk Tale/Legend/Fairytale,Animation/Live Action,Fantasy,56200000.0,2440.0,2833.0,16910.0,31051923.0,128002372.0,142229088.0,84718770.0,212721142.0,into the woods
162,2014,2014,Night at the Museum: Secret of the Tomb,20th Century Fox,Adventure,Original Screenplay,Animation/Live Action,Fantasy,127000000.0,3785.0,3914.0,22470.0,17100520.0,113746621.0,125994811.0,240010000.0,353756621.0,night at the museum: secret of the tomb
163,2014,2014,Mr. Peabody & Sherman,20th Century Fox,Adventure,Based on TV,Digital Animation,Kids Fiction,145000000.0,3934.0,3951.0,23555.0,32207057.0,111506430.0,125018217.0,158300000.0,269806430.0,mr. peabody & sherman
164,2014,2014,Heaven Is for Real,Sony Pictures,Drama,Based on Factual Book/Article,Live Action,Dramatization,12000000.0,2417.0,3048.0,18618.0,22522221.0,91386097.0,102459803.0,9527459.0,100913556.0,heaven is for real
165,2014,2014,Annie,Sony Pictures,Musical,Remake,Live Action,Contemporary Fiction,65000000.0,3116.0,3197.0,16131.0,15861939.0,85911262.0,95320160.0,53918363.0,139829625.0,annie
166,2014,2014,Penguins of Madagascar,20th Century Fox,Adventure,Spin-Off,Digital Animation,Kids Fiction,132000000.0,3764.0,3775.0,21146.0,25447444.0,83350911.0,93128575.0,283591620.0,366942531.0,penguins of madagascar
167,2014,2014,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Walt Disney,Adventure,Based on Fiction Book/Short Story,Live Action,Kids Fiction,28000000.0,3088.0,3176.0,19460.0,18360230.0,66954149.0,75035450.0,34425138.0,101379287.0,"alexander and the terrible, horrible, no good, very bad day"
168,2014,2014,The Nut Job,Open Road,Adventure,Based on Short Film,Digital Animation,Kids Fiction,30000000.0,3427.0,3472.0,19812.0,19405000.0,64251538.0,72037217.0,58278428.0,122529966.0,the nut job
169,2014,2014,God's Not Dead,Pure Flix Entertainment,Drama,Original Screenplay,Live Action,Contemporary Fiction,1150000.0,780.0,1860.0,13176.0,9244641.0,60755732.0,68117809.0,3021360.0,63777092.0,god's not dead
170,2014,2014,Planes: Fire & Rescue,Walt Disney,Adventure,Original Screenplay,Digital Animation,Kids Fiction,50000000.0,3826.0,3839.0,16636.0,17509407.0,59157732.0,66326168.0,97241912.0,156399644.0,planes: fire & rescue
171,2014,2014,The Hundred-Foot Journey,Walt Disney,Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,22000000.0,2023.0,2167.0,15189.0,10979290.0,54235441.0,60807414.0,40035047.0,94270488.0,the hundred-foot journey
172,2014,2014,Muppets Most Wanted,Walt Disney,Adventure,Based on TV,Live Action,Kids Fiction,55000000.0,3194.0,3194.0,14622.0,17005126.0,51178893.0,57380493.0,28133408.0,79312301.0,muppets most wanted
173,2014,2014,The Boxtrolls,Focus Features,Adventure,Based on Fiction Book/Short Story,Stop-Motion Animation,Kids Fiction,60000000.0,3464.0,3464.0,16586.0,17275239.0,50837305.0,56989948.0,61061436.0,111898741.0,the boxtrolls
174,2014,2014,The Book of Life,20th Century Fox,Adventure,Original Screenplay,Digital Animation,Fantasy,50000000.0,3071.0,3113.0,14265.0,17005218.0,50151543.0,56199980.0,47500000.0,97651543.0,the book of life
175,2014,2014,Dolphin Tale 2,Warner Bros.,Drama,Original Screenplay,Live Action,Kids Fiction,36000000.0,3656.0,3656.0,16995.0,15873397.0,42024533.0,47116851.0,15800000.0,57824533.0,dolphin tale 2
176,2014,2014,Earth to Echo,Relativity,Adventure,Original Screenplay,Animation/Live Action,Kids Fiction,13000000.0,3230.0,3230.0,12853.0,8364199.0,38934842.0,43652768.0,3239703.0,42174545.0,earth to echo
177,2014,2014,Million Dollar Arm,Walt Disney,Drama,Original Screenplay,Live Action,Contemporary Fiction,25000000.0,3019.0,3019.0,12208.0,10515659.0,36447959.0,40864537.0,2769953.0,39217912.0,million dollar arm
178,2014,2014,When the Game Stands Tall,Sony Pictures,Drama,Based on Factual Book/Article,Live Action,Contemporary Fiction,15000000.0,2673.0,2766.0,13925.0,8381509.0,30127963.0,33778718.0,10949.0,30138912.0,when the game stands tall
179,2014,2014,Moms' Night Out,Sony Pictures,Adventure,Original Screenplay,Live Action,Contemporary Fiction,5000000.0,1044.0,1046.0,4024.0,4311083.0,10429707.0,11693519.0,107634.0,10537341.0,moms' night out
180,2014,2014,Legends of Oz: Dorothy's Return,Clarius Entertainment,Adventure,Based on Fiction Book/Short Story,Digital Animation,Kids Fiction,70000000.0,2658.0,2658.0,6337.0,3747780.0,8462347.0,9487763.0,11645586.0,20107933.0,legends of oz: dorothy's return
181,2014,2014,Meet the Mormons,Purdie Distribution,Documentary,Based on Real Life Events,Live Action,Factual,2000000.0,317.0,333.0,1229.0,2509808.0,6047363.0,6779490.0,1808.0,6049171.0,meet the mormons
182,2014,2014,The Lunchbox,Sony Pictures Classics,Drama,Original Screenplay,Live Action,Contemporary Fiction,1700000.0,3.0,165.0,1427.0,44542.0,4231500.0,4744248.0,11286386.0,15517886.0,the lunchbox
183,2014,2014,Antarctica: A Year on Ice,Music Box Films,Documentary,Based on Real Life Events,Live Action,Factual,1000000.0,8.0,30.0,114.0,32238.0,288757.0,321846.0,0.0,288757.0,antarctica: a year on ice
184,2014,2014,Pump,Submarine Deluxe,Documentary,Based on Real Life Events,Live Action,Factual,2000000.0,3.0,6.0,9.0,42177.0,72277.0,81029.0,0.0,72277.0,pump
185,2014,2014,"Christian Mingle, The Movie",Rocky Mountain Pictures,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,650000.0,15.0,15.0,15.0,19836.0,19836.0,22231.0,8340.0,28176.0,"christian mingle, the movie"
186,2015,2015,Inside Out,Walt Disney,Adventure,Original Screenplay,Digital Animation,Kids Fiction,175000000.0,3946.0,4158.0,37079.0,90440272.0,356461711.0,387329684.0,498576676.0,855038387.0,inside out
187,2015,2015,Minions,Universal,Adventure,Spin-Off,Digital Animation,Kids Fiction,74000000.0,4301.0,4311.0,33712.0,115718405.0,336045770.0,365145822.0,823585370.0,1159631140.0,minions
188,2015,2015,Cinderella,Walt Disney,Drama,Based on Folk Tale/Legend/Fairytale,Live Action,Fantasy,95000000.0,3845.0,3848.0,27905.0,67877361.0,201151353.0,218570149.0,333400000.0,534551353.0,cinderella
189,2015,2015,Home,20th Century Fox,Adventure,Based on Fiction Book/Short Story,Digital Animation,Kids Fiction,130000000.0,3708.0,3801.0,31486.0,52107731.0,177397510.0,192759330.0,208600386.0,385997896.0,home
190,2015,2015,Hotel Transylvania 2,Sony Pictures,Adventure,Original Screenplay,Digital Animation,Kids Fiction,80000000.0,3754.0,3768.0,28046.0,48464322.0,169700110.0,184361406.0,299800188.0,469500298.0,hotel transylvania 2
191,2015,2015,The SpongeBob Movie: Sponge Out of Water,Paramount Pictures,Adventure,Based on TV,Animation/Live Action,Kids Fiction,74000000.0,3641.0,3680.0,25768.0,55365012.0,162994032.0,177108573.0,148019149.0,311013181.0,the spongebob movie: sponge out of water
192,2015,2015,The Good Dinosaur,Walt Disney,Adventure,Original Screenplay,Digital Animation,Kids Fiction,187500000.0,3749.0,3749.0,22239.0,39155217.0,123087120.0,133515968.0,210683917.0,333771037.0,the good dinosaur
193,2015,2015,Tomorrowland,Walt Disney,Adventure,Original Screenplay,Live Action,Science Fiction,170000000.0,3972.0,3972.0,17822.0,33028165.0,93436322.0,101527480.0,113191196.0,206627518.0,tomorrowland
194,2015,2015,Alvin and the Chipmunks: The Road Chip,20th Century Fox,Adventure,Based on TV,Animation/Live Action,Kids Fiction,90000000.0,3653.0,3705.0,19912.0,14287159.0,85886987.0,92486715.0,163630969.0,249517956.0,alvin and the chipmunks: the road chip
195,2015,2015,Goosebumps,Sony Pictures,Horror,Based on Fiction Book/Short Story,Animation/Live Action,Fantasy,58000000.0,3501.0,3618.0,20942.0,23618556.0,80069458.0,86977223.0,78823842.0,158893300.0,goosebumps
196,2015,2014,Paddington,Weinstein Co.,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Kids Fiction,55000000.0,3303.0,3355.0,23092.0,18966676.0,76223578.0,82824189.0,176556588.0,252780166.0,paddington
197,2015,2015,Paul Blart: Mall Cop 2,Sony Pictures,Adventure,Original Screenplay,Live Action,Contemporary Fiction,38000000.0,3633.0,3633.0,21216.0,23762435.0,71091594.0,77247810.0,36559052.0,107650646.0,paul blart: mall cop 2
198,2015,2015,War Room,Sony Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,3000000.0,1135.0,1945.0,13751.0,11351389.0,67790117.0,72397709.0,6196787.0,73986904.0,war room
199,2015,2015,"McFarland, USA",Walt Disney,Drama,Based on Real Life Events,Live Action,Dramatization,17000000.0,2755.0,2792.0,16421.0,11020798.0,44480275.0,48332062.0,1227649.0,45707924.0,"mcfarland, usa"
200,2015,2015,Max,Warner Bros.,Adventure,Original Screenplay,Live Action,Contemporary Fiction,20000000.0,2855.0,2870.0,12346.0,12155254.0,42656255.0,46350085.0,1001902.0,43658157.0,max
201,2015,2015,Pan,Warner Bros.,Adventure,Based on Fiction Book/Short Story,Live Action,Fantasy,150000000.0,3515.0,3515.0,12363.0,15315435.0,35088320.0,38125954.0,116437653.0,151525973.0,pan
202,2015,2015,The Second Best Exotic Marigold Hotel,Fox Searchlight,Comedy,Original Screenplay,Live Action,Contemporary Fiction,10000000.0,1573.0,2022.0,10142.0,8540370.0,33078266.0,35942695.0,56412691.0,89490957.0,the second best exotic marigold hotel
203,2015,2015,Shaun the Sheep Movie,Lionsgate,Adventure,Spin-Off,Stop-Motion Animation,Kids Fiction,25000000.0,2320.0,2360.0,10730.0,4038962.0,19375982.0,21053848.0,82475004.0,101850986.0,shaun the sheep movie
204,2015,2015,Woodlawn,Pure Flix Entertainment,Drama,Based on Real Life Events,Live Action,Dramatization,13000000.0,1553.0,1553.0,6709.0,4002226.0,14394097.0,15640178.0,9794.0,14403891.0,woodlawn
205,2015,2015,The Walk,Sony Pictures,Drama,Based on Real Life Events,Live Action,Dramatization,35000000.0,448.0,2509.0,5582.0,1560299.0,10161183.0,11041098.0,51330921.0,61492104.0,the walk
206,2015,2015,My All-American,Clarius Entertainment,Drama,Based on Factual Book/Article,Live Action,Dramatization,20000000.0,1565.0,1565.0,1613.0,1392000.0,2246000.0,2440490.0,0.0,2246000.0,my all-american
207,2015,2015,Jem and the Holograms,Universal,Musical,Based on Toy,Live Action,Science Fiction,5000000.0,2413.0,2417.0,4830.0,1375320.0,2184640.0,2373823.0,184297.0,2368937.0,jem and the holograms
208,2015,2015,Kahlil Gibran's The Prophet,GKIDS,Adventure,Based on Fiction Book/Short Story,Hand Animation,Kids Fiction,12000000.0,2.0,37.0,163.0,27435.0,340536.0,370018.0,739826.0,1080362.0,kahlil gibran's the prophet
209,2015,2015,The Young and Prodigious T.S. Spivet,Weinstein Co.,Adventure,Original Screenplay,Live Action,Contemporary Fiction,33000000.0,100.0,100.0,154.0,110295.0,176847.0,192158.0,180840.0,357687.0,the young and prodigious t.s. spivet
210,2015,2014,O Menino e o Mundo,GKIDS,Adventure,Original Screenplay,Digital Animation,Kids Fiction,500000.0,2.0,26.0,34.0,10077.0,129479.0,137592.0,151488.0,280967.0,o menino e o mundo
211,2016,2016,Finding Dory,Walt Disney,Adventure,Original Screenplay,Digital Animation,Kids Fiction,200000000.0,4305.0,4305.0,32649.0,135060273.0,486295561.0,514967322.0,538710564.0,1025006125.0,finding dory
212,2016,2016,The Secret Life of Pets,Universal,Adventure,Original Screenplay,Digital Animation,Kids Fiction,75000000.0,4370.0,4381.0,35694.0,104352905.0,368384330.0,390104092.0,516918170.0,885302500.0,the secret life of pets
213,2016,2016,The Jungle Book,Walt Disney,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Fantasy,175000000.0,4028.0,4144.0,33513.0,103261464.0,364001123.0,385462455.0,589553295.0,953554418.0,the jungle book
214,2016,2016,Zootopia,Walt Disney,Adventure,Original Screenplay,Digital Animation,Kids Fiction,150000000.0,3827.0,3959.0,38728.0,75063401.0,341268248.0,361389260.0,664036390.0,1005304638.0,zootopia
215,2016,2016,Sing,Universal,Adventure,Original Screenplay,Digital Animation,Kids Fiction,75000000.0,4022.0,4029.0,28297.0,35258145.0,270329045.0,282344991.0,362154566.0,632483611.0,sing
216,2016,2016,Moana,Walt Disney,Musical,Original Screenplay,Digital Animation,Kids Fiction,150000000.0,3875.0,3875.0,31937.0,56631401.0,248757044.0,261961216.0,386488915.0,635245959.0,moana
217,2016,2016,Hidden Figures,20th Century Fox,Drama,Based on Factual Book/Article,Live Action,Dramatization,25000000.0,25.0,3416.0,29233.0,515499.0,169607287.0,173274920.0,62164429.0,231771716.0,hidden figures
218,2016,2016,Trolls,20th Century Fox,Adventure,Based on Toy,Digital Animation,Kids Fiction,125000000.0,4060.0,4066.0,25885.0,46581142.0,153707064.0,162634435.0,189535549.0,343242613.0,trolls
219,2016,2016,Kung Fu Panda 3,20th Century Fox,Adventure,Original Screenplay,Digital Animation,Kids Fiction,140000000.0,3955.0,3987.0,26899.0,41282042.0,143528619.0,151990991.0,377642206.0,521170825.0,kung fu panda 3
220,2016,2016,The Angry Birds Movie,Sony Pictures,Adventure,Based on Game,Digital Animation,Kids Fiction,73000000.0,3932.0,3932.0,18331.0,38155177.0,107509366.0,113848064.0,244818521.0,352327887.0,the angry birds movie
221,2016,2016,Alice Through the Looking Glass,Walt Disney,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Fantasy,170000000.0,3763.0,3763.0,13748.0,26858726.0,77042381.0,81584758.0,199885731.0,276928112.0,alice through the looking glass
222,2016,2016,Pete's Dragon,Walt Disney,Adventure,Remake,Animation/Live Action,Kids Fiction,65000000.0,3702.0,3702.0,21576.0,21514095.0,76233151.0,80727822.0,61535824.0,137768975.0,pete's dragon
223,2016,2016,Storks,Warner Bros.,Adventure,Original Screenplay,Digital Animation,Kids Fiction,70000000.0,3922.0,3922.0,21929.0,21311407.0,72679278.0,76954424.0,110674153.0,183353431.0,storks
224,2016,2016,Ice Age: Collision Course,20th Century Fox,Adventure,Original Screenplay,Digital Animation,Kids Fiction,105000000.0,3992.0,3997.0,15400.0,21373064.0,64063008.0,67840132.0,338093674.0,402156682.0,ice age: collision course
225,2016,2016,Miracles from Heaven,Sony Pictures,Drama,Based on Factual Book/Article,Live Action,Dramatization,13000000.0,3047.0,3155.0,17594.0,14812393.0,61705123.0,65343226.0,12093613.0,73798736.0,miracles from heaven
226,2016,2016,The BFG,Walt Disney,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Kids Fiction,140000000.0,3357.0,3392.0,11626.0,18775350.0,55483770.0,58755061.0,144162910.0,199646680.0,the bfg
